Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,1,-23,1,-30
  └─ Profit from operations,7,10,14,25,34
  └─ Receivables,-3,-0,-19,-20,-22
  └─ Inventory,-6,-16,-16,-49,-41
  └─ Payables,9,10,-5,33,9
  └─ Loans Advances,-0,-2,2,1,-11
  └─ Other WC items,-4,1,2,13,6
  └─ Working capital changes,-3,-8,-35,-22,-59
  └─ Direct taxes,-1,-1,-1,-2,-4
Cash from Investing Activity,-3,-3,-2,-8,-16
  └─ Fixed assets purchased,-3.27,-2.89,-2.37,-8.87,-16.10
  └─ Fixed assets sold,0.00,0.04,0.05,0.37,0.10
  └─ Interest received,0.02,0.02,0.32,0.27,0.45
  └─ Acquisition of companies,0.00,0.00,0.00,-0.04,0.00
  └─ Other investing items,0.00,-0.02,0.00,0.00,-0.05
Cash from Financing Activity,1,2,24,9,81
  └─ Proceeds from shares,0,0,0,14,64
  └─ Proceeds from borrowings,8,228,32,6,35
  └─ Repayment of borrowings,-5,-222,-2,-2,-3
  └─ Interest paid fin,-2,-3,-6,-7,-8
  └─ Other financing items,0,0,0,-2,-8
Net Cash Flow,0,1,-0,1,35
  └─ Free Cash Flow,-1,-2,-25,-8,-46
  └─ CFO/OP,56%,24%,-163%,12%,-75%
