Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,-1,9,6,6,32
  └─ Profit from operations,8.74,9.01,15.30,14.59,35.18,32.20
  └─ Receivables,-4.27,-2.36,-6.77,-5.92,-32.32,2.73
  └─ Inventory,-4.42,-6.41,-10.51,2.80,-16.80,-5.11
  └─ Payables,2.59,0.42,15.76,-5.40,23.86,9.31
  └─ Loans Advances,2.30,-1.25,-8.46,-4.62,4.98,-11.86
  └─ Other WC items,-1.17,0.61,4.88,5.77,-8.01,8.26
  └─ Working capital changes,-4.97,-9.00,-5.11,-7.36,-28.28,3.33
  └─ Direct taxes,-0.37,-1.07,-1.43,-1.53,-1.30,-3.16
Cash from Investing Activity,-7,-17,-37,-40,-29,-52
  └─ Fixed assets purchased,-16.55,-15.21,-22.40,-48.33,-2.14,-29.94
  └─ Fixed assets sold,0.00,0.00,7.54,1.44,1.71,0.00
  └─ Capital WIP,10.37,-1.66,-19.70,4.03,-22.73,5.55
  └─ Investments purchased,0.00,0.00,0.00,0.00,-5.93,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,1.82
  └─ Interest received,0.06,0.10,0.21,0.79,0.25,3.12
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.01
  └─ Acquisition of companies,0.00,0.00,0.00,-0.31,0.00,0.00
  └─ Other investing items,-1.18,-0.33,-2.98,2.33,-0.27,-32.98
Cash from Financing Activity,3,19,28,35,23,22
  └─ Proceeds from shares,0.00,10.28,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,5.36,10.58,32.71,45.27,47.38,35.99
  └─ Repayment of borrowings,0.00,0.00,0.00,-4.05,-12.09,0.00
  └─ Interest paid fin,-1.87,-2.19,-4.55,-6.17,-11.84,-14.28
Net Cash Flow,-0,1,-0,1,-0,2
  └─ Free Cash Flow,-3,-18,-26,-37,-18,8
  └─ CFO/OP,53%,0%,73%,94%,342%,625%
