Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,31,22,-22,49,6,20,-13,8,22,30,-9
  └─ Profit from operations,16,15,17,26,26,35,42,41,55,62,83
  └─ Receivables,-15,0,0,0,0,0,0,0,0,0,0
  └─ Inventory,25,-9,-21,-37,-36,-29,-48,-54,24,-56,-52
  └─ Payables,5,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,-1,19,-17,62,16,13,-6,24,-56,29,-25
  └─ Working capital changes,15,10,-38,25,-20,-15,-54,-30,-32,-27,-78
  └─ Direct taxes,0,-2,-2,-1,-1,-0,-0,-3,-2,-5,-14
Cash from Investing Activity,-13,-25,-33,-43,-0,-6,9,-7,-6,-20,-17
  └─ Fixed assets purchased,0.00,-27.47,-33.81,-47.47,-4.10,-6.83,0.00,-10.67,-7.71,-21.71,-43.46
  └─ Fixed assets sold,0.25,1.91,0.41,2.50,1.48,0.17,7.55,1.15,0.85,0.02,23.77
  └─ Capital WIP,-13.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,-25.75,-10.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,25.82,10.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.46,0.40,0.46,0.96,1.16,0.71,1.24,1.55,1.59,1.36,2.03
  └─ Other investing items,0.00,0.28,0.05,0.61,1.20,-0.23,0.42,1.21,-0.70,0.41,1.00
Cash from Financing Activity,-19,3,61,-13,-5,-12,6,-6,-16,-10,25
  └─ Proceeds from borrowings,1,0,67,2,13,7,29,16,0,0,0
  └─ Repayment of borrowings,-16,0,0,0,0,0,0,0,-5,-36,-26
  └─ Interest paid fin,-4,-4,-6,-14,-17,-19,-23,-22,-33,-33,-29
  └─ Other financing items,0,7,0,0,0,0,0,0,22,59,80
Net Cash Flow,-1,0,6,-7,0,2,2,-4,0,-0,-1
  └─ Free Cash Flow,17,-4,-56,4,3,13,-5,-1,15,8,-29
  └─ CFO/OP,253%,178%,-140%,226%,24%,60%,-35%,33%,46%,64%,6%
