Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,89,157,6,50,134,108,28,86,-152,-443,-203
  └─ Profit from operations,132,106,107,150,197,118,71,79,141,478,976
  └─ Receivables,-38,81,-173,-93,-74,63,0,88,-113,-822,-164
  └─ Inventory,12,2,-80,-11,56,-27,-42,-66,-197,-367,-501
  └─ Payables,-10,-14,161,-9,-39,-34,27,-28,188,234,178
  └─ Loans Advances,-7,0,0,0,0,1,0,0,0,0,0
  └─ Other WC items,24,-0,4,39,14,0,-18,28,-142,90,-520
  └─ Working capital changes,-20,68,-88,-75,-43,5,-33,22,-264,-864,-1006
  └─ Direct taxes,-23,-17,-12,-25,-21,-15,-10,-15,-29,-57,-173
Cash from Investing Activity,79,-115,-5,-49,-13,-39,-108,-79,-431,-142,-466
  └─ Fixed assets purchased,-32,-35,-26,-30,-21,-12,-15,-25,-72,-113,-282
  └─ Fixed assets sold,30,0,0,0,0,0,0,1,1,0,1
  └─ Investments purchased,-39,-87,0,-138,-85,-68,-18,-378,-24,0,-4
  └─ Investments sold,0,0,25,119,101,41,10,344,93,21,68
  └─ Interest received,9,4,3,12,7,12,14,21,35,71,49
  └─ Dividends received,110,1,0,0,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,0,0,0,0,0,0,0,0,0,0,-25
  └─ Investment in group cos,0,0,-8,-2,0,-1,-0,-1,-26,-1,-59
  └─ Other investing items,0,1,1,-10,-15,-12,-98,-41,-438,-121,-214
Cash from Financing Activity,-82,-74,-23,-22,-83,-53,-15,86,523,350,205
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,519,0,0
  └─ Proceeds from borrowings,0,0,17,26,4,0,28,121,87,537,488
  └─ Repayment of borrowings,-56,-41,-7,-3,-44,-25,-7,0,-7,-56,-63
  └─ Interest paid fin,-20,-25,-23,-34,-32,-25,-26,-29,-57,-111,-159
  └─ Dividends paid,-6,-11,-11,-11,-16,-2,-11,-6,-17,-17,-60
  └─ Financial liabilities,0,0,0,0,0,0,0,0,-2,-3,-5
  └─ Other financing items,0,3,0,0,4,0,0,0,0,0,4
Net Cash Flow,85,-33,-22,-20,38,16,-95,93,-60,-235,-465
  └─ Free Cash Flow,87,122,-20,21,113,96,13,62,-224,-556,-484
  └─ CFO/OP,90%,201%,20%,67%,98%,119%,64%,129%,-91%,-82%,-3%
