Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,383,409,493,596,257,896,1386,1306,1213,1161
  └─ Profit from operations,-0,418,438,586,602,672,1491,1963,2051,2093,2385
  └─ Receivables,0,-33,-63,32,126,-290,-532,-264,-550,-528,-1033
  └─ Inventory,0,-133,-19,-51,257,-207,-218,-25,-390,-363,-570
  └─ Payables,0,118,166,-16,-231,230,136,-27,439,338,859
  └─ Other WC items,0,52,-45,60,-35,-49,112,-27,41,141,294
  └─ Working capital changes,0,4,40,25,116,-316,-502,-343,-460,-413,-449
  └─ Direct taxes,0,-39,-69,-118,-122,-100,-115,-245,-278,-467,-775
  └─ Other operating items,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional CF items,0,0,0,0,0,1,21,10,-6,0,0
Cash from Investing Activity,0,316,-181,-196,-246,-80,-79,-850,-2288,-1615,-3953
  └─ Fixed assets purchased,0,-165,-235,-194,-222,-150,-249,-416,-851,-1213,-1433
  └─ Fixed assets sold,0,8,8,11,3,6,11,14,29,6,6
  └─ Investments purchased,0,-119,-31,-9,-54,-217,-88,-325,-567,-3,0
  └─ Investments sold,0,0,56,3,0,0,14,0,2,536,34
  └─ Interest received,0,8,6,8,3,13,25,37,66,101,48
  └─ Dividends received,0,4,5,8,5,3,3,0,0,0,14
  └─ Investment in group cos,0,0,0,0,0,0,-164,-160,-375,-394,0
  └─ Other investing items,0,579,9,-21,20,265,370,-0,-590,-648,-2622
Cash from Financing Activity,0,-685,-291,-280,-284,304,-921,-75,646,522,2668
  └─ Proceeds from shares,0,0,0,3,61,4,3,5,15,40,3023
  └─ Proceeds from borrowings,0,158,100,104,0,752,81,205,60,25,11
  └─ Repayment of borrowings,0,-734,-250,-259,-174,-708,-696,-362,-2,-357,-82
  └─ Interest paid fin,0,-108,-62,-63,-28,-34,-83,-29,-52,-78,-64
  └─ Dividends paid,0,0,-78,-66,-106,-42,-72,-169,-162,-162,-168
  └─ Financial liabilities,0,0,0,0,-12,-11,-18,-21,-15,-43,-53
  └─ Other financing items,0,0,0,0,-25,343,-137,296,802,1097,1
Net Cash Flow,0,14,-63,17,66,481,-104,461,-336,120,-124
  └─ Free Cash Flow,-0,227,182,310,377,112,658,983,483,7,-266
  └─ CFO/OP,,104%,128%,115%,123%,56%,70%,87%,80%,90%,86%
