Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-51,26,15
  └─ Profit from operations,14.62,20.87,23.85
  └─ Receivables,-19.02,-16.60,-15.73
  └─ Inventory,-5.30,-5.79,-7.34
  └─ Payables,-20.49,5.67,4.39
  └─ Loans Advances,0.00,1.87,0.00
  └─ Operating investments,-21.90,21.90,0.00
  └─ Operating borrowings,0.00,4.47,0.90
  └─ Other WC items,4.56,-0.08,8.84
  └─ Working capital changes,-62.16,11.44,-8.93
  └─ Direct taxes,-3.86,-5.84,0.00
Cash from Investing Activity,-11,-55,-5
  └─ Fixed assets purchased,-11.12,-52.91,-5.02
  └─ Other investing items,0.00,-1.87,-0.41
Cash from Financing Activity,63,28,-10
  └─ Proceeds from shares,63,0,48
  └─ Repayment of borrowings,0,-1,0
  └─ Interest paid fin,0,-0,-0
  └─ Other financing items,0,29,-57
Net Cash Flow,0,0,-0
  └─ Free Cash Flow,-63,-26,10
  └─ CFO/OP,-325%,155%,59%
