Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Cash from Operating Activity,59,7,70,29,21,40,2
  └─ Profit from operations,42.65,52.82,-25.44,42.50,39.14,11.78,4.16
  └─ Receivables,1.70,-10.13,18.76,-8.51,-2.61,6.20,6.55
  └─ Inventory,14.54,-83.25,105.24,-13.25,-12.60,22.16,1.60
  └─ Payables,-1.01,51.70,-28.14,10.52,0.10,1.59,-10.21
  └─ Other WC items,0.00,0.00,0.00,0.00,0.05,-0.02,0.10
  └─ Working capital changes,15.23,-41.68,95.86,-11.24,-15.06,29.93,-1.95
  └─ Direct taxes,-0.98,-4.17,-0.15,-2.56,-3.00,-2.10,0.00
  └─ Other operating items,2.25,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,4,8,20,5,-5,-4,32
  └─ Fixed assets purchased,-3.85,-2.42,-2.75,-1.23,-10.40,-4.89,0.00
  └─ Fixed assets sold,6.92,11.89,22.11,5.67,1.38,0.00,30.89
  └─ Investments purchased,-1.61,-4.99,0.00,-0.01,-0.16,0.00,0.00
  └─ Investments sold,0.00,2.84,0.00,0.00,1.15,0.00,0.15
  └─ Interest received,2.34,0.56,0.78,1.03,3.20,0.57,0.65
Cash from Financing Activity,-65,-13,-93,-34,-16,-36,-34
  └─ Proceeds from shares,1.45,2.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,40.04,0.70,7.36,20.90,9.19,0.00
  └─ Repayment of borrowings,-41.84,-31.95,-64.13,-18.70,0.00,-23.08,-13.53
  └─ Interest paid fin,-24.17,-22.70,-29.87,-22.69,-22.97,-22.49,-20.88
  └─ Dividends paid,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.02,0.00,0.00,-0.32,-14.06,-0.07,0.00
Net Cash Flow,-2,2,-3,-0,0,-1,-1
  └─ Free Cash Flow,62,16,90,33,12,35,33
  └─ CFO/OP,139%,20%,-277%,74%,59%,305%,36%
