Metric,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,24,83,85
  └─ Profit from operations,63,140,166
  └─ Receivables,-4,-8,-31
  └─ Inventory,-16,-30,11
  └─ Payables,20,-13,-12
  └─ Other WC items,-40,-6,-49
  └─ Working capital changes,-39,-57,-80
  └─ Direct taxes,-0,-0,0
Cash from Investing Activity,-0,-13,-25
  └─ Fixed assets purchased,-0.60,-10.39,-15.69
  └─ Fixed assets sold,0.23,0.00,0.01
  └─ Capital WIP,-0.04,-3.08,-9.32
Cash from Financing Activity,-25,-64,-61
  └─ Proceeds from shares,3.07,44.32,1.01
  └─ Proceeds from borrowings,2.79,0.00,0.00
  └─ Repayment of borrowings,-7.83,-87.16,-49.47
  └─ Interest paid fin,-23.41,-21.37,-12.18
Net Cash Flow,-2,6,-0
  └─ Free Cash Flow,23,70,60
  └─ CFO/OP,38%,60%,52%
