Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,2,3,10,-4,10
  └─ Profit from operations,1.73,2.03,3.68,9.92,11.92,11.27
  └─ Receivables,0.00,0.00,0.00,-18.01,-28.09,10.83
  └─ Inventory,0.00,0.00,0.00,0.00,-10.25,-9.04
  └─ Payables,0.00,0.00,0.00,3.26,-1.95,-2.79
  └─ Loans Advances,0.00,0.00,0.00,1.46,-14.43,21.43
  └─ Operating borrowings,1.04,0.70,0.00,20.09,35.93,-18.88
  └─ Operating Deposits,0.04,-0.09,3.55,0.00,0.00,0.00
  └─ Other WC items,-1.31,-0.28,-4.49,0.82,3.98,-0.92
  └─ Working capital changes,-0.23,0.33,-0.93,7.62,-14.81,0.63
  └─ Direct taxes,-0.24,-0.42,0.00,-0.40,-1.74,-1.63
  └─ Other operating items,0.00,0.00,0.00,-7.12,0.98,0.00
Cash from Investing Activity,3,1,-4,-4,0,-4
  └─ Fixed assets purchased,-0.01,-0.33,-5.22,-1.71,-0.48,-0.08
  └─ Fixed assets sold,0.00,0.42,0.00,0.00,4.11,0.00
  └─ Investments sold,0.34,0.17,1.34,0.28,0.00,0.00
  └─ Interest received,0.14,0.13,0.14,0.46,0.70,0.90
  └─ Dividends received,0.01,0.05,0.02,0.00,0.00,0.00
  └─ Other investing items,2.20,0.95,0.19,-2.82,-4.08,-4.37
Cash from Financing Activity,-6,-2,1,-8,5,-10
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,2.05,0.00
  └─ Proceeds from borrowings,0.00,0.00,3.51,0.00,0.00,0.00
  └─ Repayment of borrowings,-4.81,-0.80,0.00,-2.55,-1.65,-0.55
  └─ Interest paid fin,-1.28,-0.99,-2.07,-5.03,-9.11,-8.55
  └─ Dividends paid,0.00,0.00,0.00,0.00,0.00,-0.52
  └─ Other financing items,0.00,0.00,0.00,0.00,14.02,0.00
Net Cash Flow,-2,2,1,-1,2,-3
  └─ Free Cash Flow,1,2,-2,8,-0,10
  └─ CFO/OP,-9%,-115%,-90%,503%,-20%,230%
