Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011
Cash from Operating Activity,-13,2,5,3,12,
  └─ Profit from operations,37,30,17,13,-17,
  └─ Receivables,-23,-6,-8,25,-16,
  └─ Inventory,-25,-20,-18,-28,57,
  └─ Payables,4,-0,16,-5,-5,
  └─ Other WC items,0,0,0,0,0,
  └─ Working capital changes,-44,-26,-11,-8,35,
  └─ Interest paid,-6,0,0,0,0,
  └─ Direct taxes,0,-2,-1,-2,-2,
  └─ Exceptional CF items,0,0,0,0,-3,
Cash from Investing Activity,-35,-15,-8,0,21,
  └─ Fixed assets purchased,-35.09,-11.57,-12.35,-1.67,-0.85,
  └─ Fixed assets sold,0.56,0.21,0.07,0.06,7.16,
  └─ Investments purchased,0.00,-4.88,-0.86,-0.23,-0.75,
  └─ Investments sold,0.00,2.07,0.73,0.42,13.59,
  └─ Interest received,0.36,0.39,0.78,0.52,0.17,
  └─ Dividends received,0.00,0.01,0.01,0.78,0.00,
  └─ Other investing items,-0.43,-1.24,3.64,0.21,1.47,
Cash from Financing Activity,57,30,-3,-2,-35,
  └─ Proceeds from shares,59,0,0,0,0,
  └─ Proceeds from borrowings,10,39,10,16,32,
  └─ Repayment of borrowings,-4,0,-5,-3,-53,
  └─ Interest paid fin,-8,-10,-10,-15,-14,
  └─ Dividends paid,0,0,-3,0,0,
  └─ Other financing items,0,1,7,0,0,
Net Cash Flow,10,17,-6,2,-2,
  └─ Free Cash Flow,-47,-9,-7,2,19,
  └─ CFO/OP,-55%,32%,-51%,87%,-38%,
