Metric,Mar 2011,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,43,32,44,-14,21,51
  └─ Profit from operations,80,19,30,35,34,53
  └─ Receivables,-14,-19,20,-6,10,3
  └─ Inventory,-17,13,0,0,0,-9
  └─ Payables,10,21,-1,3,-7,7
  └─ Loans Advances,-3,0,0,0,0,0
  └─ Other WC items,0,-0,-1,-41,-11,4
  └─ Working capital changes,-24,15,18,-45,-7,5
  └─ Direct taxes,-13,-2,-4,-5,-6,-7
Cash from Investing Activity,-37,-34,-13,-24,-23,-8
  └─ Fixed assets purchased,-24.46,-39.11,-15.80,-27.49,-25.15,-11.29
  └─ Fixed assets sold,0.14,1.66,0.63,4.88,0.09,3.45
  └─ Capital WIP,-12.33,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.08,1.35,1.06,0.28,0.49,0.45
  └─ Acquisition of companies,0.00,-0.01,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,1.96,1.14,-1.55,1.19,-0.98
Cash from Financing Activity,-5,2,-28,37,4,-40
  └─ Proceeds from borrowings,29.34,10.99,7.28,44.67,18.03,0.00
  └─ Repayment of borrowings,0.00,-3.97,-30.35,-1.71,-4.14,-14.98
  └─ Interest paid fin,-23.93,-3.11,-3.50,-3.20,-7.05,-5.13
  └─ Dividends paid,-6.70,-1.79,-1.79,-3.08,-3.08,-3.09
  └─ Other financing items,-3.97,0.00,0.00,0.00,0.00,-16.93
Net Cash Flow,1,-0,2,-2,1,3
  └─ Free Cash Flow,6,-6,29,-37,-4,43
  └─ CFO/OP,74%,191%,183%,-27%,83%,136%
