Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,-1,-1,10,-11
  └─ Profit from operations,1.62,2.82,4.83,14.05,17.36
  └─ Receivables,-2.53,-1.84,-2.11,2.23,-11.38
  └─ Inventory,0.20,-2.78,-3.02,-7.41,-12.27
  └─ Payables,3.13,1.30,-1.29,0.77,6.26
  └─ Loans Advances,-1.99,0.03,0.97,2.55,-6.72
  └─ Other WC items,0.90,0.01,-0.26,-1.90,-0.80
  └─ Working capital changes,-0.29,-3.28,-5.71,-3.77,-24.90
  └─ Direct taxes,-0.07,-0.19,-0.46,-0.19,-3.84
Cash from Investing Activity,-2,0,-1,-8,-19
  └─ Fixed assets purchased,-2.10,-0.36,-1.05,-1.86,-17.63
  └─ Fixed assets sold,0.15,0.00,0.00,0.00,0.00
  └─ Investments purchased,-0.50,0.00,0.00,-6.65,-1.00
  └─ Investments sold,0.00,0.52,0.00,0.00,0.00
  └─ Interest received,0.13,0.06,0.04,0.09,0.09
Cash from Financing Activity,1,-1,2,-2,34
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,45.36
  └─ Proceeds from borrowings,1.71,0.00,2.85,1.97,4.60
  └─ Repayment of borrowings,-0.24,-0.47,0.00,-1.00,-9.27
  └─ Interest paid fin,-0.55,-0.68,-0.84,-2.50,-1.87
  └─ Other financing items,0.00,0.00,0.00,0.00,-4.35
Net Cash Flow,-0,-2,-0,0,5
  └─ Free Cash Flow,-1,-1,-2,8,-29
  └─ CFO/OP,83%,-17%,-18%,72%,-44%
