Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,13,10,12,11,-5,36,9,23
  └─ Profit from operations,18,19,18,28,39,44,54,67
  └─ Receivables,-4,-1,-10,-8,-25,-6,-18,-43
  └─ Inventory,-7,-12,17,-15,-7,-2,-15,-5
  └─ Payables,9,0,-6,11,-6,8,-4,18
  └─ Other WC items,0,9,-2,-0,0,3,2,0
  └─ Working capital changes,-2,-5,-2,-12,-38,3,-34,-30
  └─ Direct taxes,-3,-4,-4,-4,-6,-10,-11,-14
  └─ Other operating items,0,0,0,0,0,0,0,0
Cash from Investing Activity,-5,-23,6,-15,-13,-36,-18,-40
  └─ Fixed assets purchased,-3.09,-22.87,-1.86,-11.34,-7.38,-32.15,-12.91,-21.16
  └─ Capital WIP,0.00,0.00,0.00,0.00,-1.83,0.72,-2.04,-19.83
  └─ Investments purchased,0.00,0.00,0.00,-6.57,-4.78,-6.75,-6.15,-9.66
  └─ Investments sold,0.00,1.32,4.77,0.00,0.00,0.00,0.00,2.59
  └─ Interest received,0.31,0.37,0.21,0.31,0.25,0.43,4.20,7.58
  └─ Dividends received,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.00,0.00,1.36,0.00,0.00
  └─ Acquisition of companies,0.00,0.00,0.00,0.00,0.00,0.00,-1.95,0.00
  └─ Other investing items,-2.24,-2.03,2.68,2.40,0.37,0.55,0.75,0.00
Cash from Financing Activity,-8,14,-16,3,20,3,129,-12
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,20.24,143.81,0.00
  └─ Proceeds from borrowings,0.00,16.90,0.00,7.67,24.63,0.00,0.00,5.41
  └─ Repayment of borrowings,-2.64,0.00,-12.52,-2.77,-1.13,-13.66,-11.22,0.00
  └─ Interest paid fin,-2.22,-1.95,-2.00,-1.38,-2.30,-1.76,-2.27,-2.15
  └─ Dividends paid,-3.19,-0.90,-1.31,-0.99,-1.62,-1.82,-1.60,-5.61
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-0.26,0.00,-9.47
Net Cash Flow,0,1,2,-2,1,3,119,-29
  └─ Free Cash Flow,10,-13,10,-0,-14,5,-6,-18
  └─ CFO/OP,97%,85%,88%,68%,3%,120%,43%,65%
