Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-8,5,-12,9
  └─ Profit from operations,1.71,5.65,1.30,2.45
  └─ Receivables,-24.77,-0.96,16.08,0.29
  └─ Inventory,-9.42,-2.06,10.16,-4.33
  └─ Payables,29.43,3.40,-7.13,-14.37
  └─ Other WC items,-2.63,-0.19,-30.88,27.40
  └─ Working capital changes,-7.40,0.19,-11.77,9.00
  └─ Direct taxes,-2.58,-1.28,-1.45,-2.51
Cash from Investing Activity,-14,-7,4,-39
  └─ Fixed assets purchased,-87.45,-10.49,-19.32,-39.80
  └─ Fixed assets sold,0.00,0.71,23.19,0.34
  └─ Interest received,1.06,0.95,1.39,1.45
  └─ Other investing items,71.99,1.97,-1.14,-1.25
Cash from Financing Activity,23,3,7,30
  └─ Proceeds from borrowings,25.14,5.23,8.97,32.97
  └─ Repayment of borrowings,0.00,0.00,-0.45,0.00
  └─ Interest paid fin,-1.84,-1.88,-2.01,-3.03
Net Cash Flow,1,1,-1,-0
  └─ Free Cash Flow,-96,-5,-8,-31
  └─ CFO/OP,-183%,121%,-707%,123%
