Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-1.10,-6.82
  └─ Profit from operations,-0.98,-3.00
  └─ Payables,-0.04,-0.02
  └─ Other WC items,-0.08,-3.79
  └─ Working capital changes,-0.12,-3.81
Cash from Investing Activity,0.00,-12.75
  └─ Fixed assets sold,0.00,0.06
  └─ Interest received,0.00,0.07
  └─ Acquisition of companies,0.00,-12.87
Cash from Financing Activity,1.20,19.52
  └─ Proceeds from borrowings,1.50,0.00
  └─ Repayment of borrowings,0.00,-7.13
  └─ Interest paid fin,-0.29,-0.95
  └─ Other financing items,0.00,27.60
Net Cash Flow,0.10,-0.05
  └─ Free Cash Flow,-1.10,-6.76
  └─ CFO/OP,112%,218%
