Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4.74,3.32,7.67,4.75,4.69,-0.72
  └─ Profit from operations,2.01,4.16,5.82,6.55,6.36,5.40
  └─ Receivables,0.02,0.04,0.03,-0.09,-0.10,-0.39
  └─ Inventory,-0.05,0.07,-0.09,-0.06,-0.03,0.06
  └─ Payables,-0.15,0.01,0.53,-0.08,0.55,-0.43
  └─ Loans Advances,1.65,-0.24,-0.25,0.66,0.01,0.00
  └─ Other WC items,1.60,-0.24,2.30,-1.09,-1.36,-3.74
  └─ Working capital changes,3.07,-0.36,2.52,-0.65,-0.93,-4.50
  └─ Direct taxes,-0.34,-0.47,-0.67,-1.16,-0.74,-1.62
Cash from Investing Activity,-0.95,-4.41,-6.09,-0.93,-8.72,-23.90
  └─ Fixed assets purchased,-0.95,-4.22,-6.53,-1.11,-7.54,-7.31
  └─ Fixed assets sold,0.00,0.00,0.03,0.00,0.45,0.16
  └─ Investments purchased,-0.01,-0.20,0.00,0.00,-4.00,-0.50
  └─ Investments sold,0.00,0.00,0.51,0.00,4.03,0.00
  └─ Interest received,0.01,0.01,0.00,0.18,0.85,3.18
  └─ Loans to subsidiaries,0.00,0.00,0.00,0.00,4.52,2.54
  └─ Other investing items,0.00,0.00,-0.11,0.00,-7.04,-21.97
Cash from Financing Activity,-3.20,0.55,-1.75,-3.32,21.24,20.18
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,27.56,0.00
  └─ Proceeds from borrowings,8.42,22.81,23.42,16.70,1.95,24.77
  └─ Repayment of borrowings,-10.14,-21.66,-24.94,-19.92,-4.54,-2.32
  └─ Interest paid fin,-1.48,-0.60,-0.22,-0.09,-0.08,-2.27
  └─ Other financing items,0.00,0.00,0.00,0.00,-3.65,0.00
Net Cash Flow,0.59,-0.53,-0.17,0.50,17.20,-4.43
  └─ Free Cash Flow,3.79,-0.90,1.17,3.64,-2.40,-7.87
  └─ CFO/OP,281%,92%,259%,91%,85%,17%
