Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-11,57,48,31,39,51,67,26
  └─ Profit from operations,62,39,11,55,79,78,74,53
  └─ Receivables,-31,7,-2,-14,-29,14,-27,-9
  └─ Inventory,-28,-15,29,-27,-12,-13,-23,8
  └─ Payables,3,28,9,16,1,-27,44,-24
  └─ Working capital changes,-55,21,36,-25,-41,-26,-7,-25
  └─ Direct taxes,-17,-2,1,1,1,-1,-0,-2
Cash from Investing Activity,-15,-15,-2,-14,20,-10,-9,-9
  └─ Fixed assets purchased,-25.18,-16.62,-3.42,-8.28,-15.02,-10.42,-11.94,-9.61
  └─ Fixed assets sold,1.29,0.01,0.16,0.06,24.73,0.47,0.16,0.09
  └─ Investments purchased,-10.90,-7.75,-1.05,-0.20,0.00,0.00,0.00,0.00
  └─ Investments sold,11.13,7.89,1.08,0.21,0.00,0.00,0.00,0.00
  └─ Interest received,1.06,0.26,0.40,0.42,1.31,0.84,0.81,0.69
  └─ Other investing items,7.25,1.09,0.76,-6.04,8.85,-0.42,2.09,-0.13
Cash from Financing Activity,-17,-26,-45,-42,-63,-51,-42,-43
  └─ Proceeds from shares,0.14,0.00,0.00,0.00,0.00,8.23,6.69,0.00
  └─ Proceeds from borrowings,0.00,108.07,26.00,0.55,3.50,6.71,10.90,9.55
  └─ Repayment of borrowings,-3.40,-85.00,-31.72,-6.59,-17.91,-11.35,-4.91,-7.43
  └─ Interest paid fin,-11.70,-13.91,-12.59,-11.90,-13.63,-14.01,-12.42,-14.40
  └─ Dividends paid,-1.80,-1.80,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,-32.55,-26.15,-23.70,-34.46,-39.81,-41.71,-30.30
  └─ Other financing items,-0.37,-0.65,-0.08,-0.15,-0.29,-0.28,-0.07,-0.10
Net Cash Flow,-43,16,1,-25,-4,-9,17,-26
  └─ Free Cash Flow,-35,41,45,22,49,42,55,16
  └─ CFO/OP,11%,171%,673%,58%,51%,70%,96%,57%
