Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2.57,-3.72,-9.19,18.80
  └─ Profit from operations,1.41,2.84,7.07,11.81
  └─ Receivables,2.14,-3.23,-1.65,-4.70
  └─ Payables,0.05,-1.00,4.66,-2.14
  └─ Loans Advances,-1.48,-2.76,-17.24,12.99
  └─ Operating borrowings,0.41,0.93,-1.18,0.81
  └─ Other WC items,0.12,-0.24,-0.26,0.22
  └─ Working capital changes,1.24,-6.30,-15.69,7.19
  └─ Direct taxes,-0.08,-0.27,-0.56,-0.20
Cash from Investing Activity,-2.55,-4.49,-4.19,-19.95
  └─ Fixed assets purchased,-2.59,-0.88,-4.88,-19.72
  └─ Investments purchased,0.00,-5.41,-0.18,-0.23
  └─ Interest received,0.00,0.00,0.05,0.00
  └─ Acquisition of companies,0.00,0.00,-0.01,0.00
  └─ Other investing items,0.04,1.81,0.83,0.00
Cash from Financing Activity,0.72,7.49,14.04,0.46
  └─ Proceeds from shares,0.72,7.56,14.32,0.78
  └─ Proceeds from borrowings,0.07,0.08,0.01,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,-0.12
  └─ Interest paid fin,-0.07,-0.15,-0.29,-0.20
Net Cash Flow,0.75,-0.72,0.66,-0.69
  └─ Free Cash Flow,-0.02,-4.60,-14.07,-0.92
  └─ CFO/OP,196%,-122%,-125%,164%
