Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,13,-0,10,30,1,-23,-9,-4,-12,-16,-18
  └─ Profit from operations,-1,2,27,29,37,0,28,50,60,67,62
  └─ Payables,0,0,-0,0,0,-0,-0,0,-0,0,-0
  └─ Loans Advances,-5,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,19,-2,-17,1,-35,-22,-29,-40,-55,-64,-64
  └─ Working capital changes,14,-2,-17,1,-35,-22,-29,-40,-56,-64,-64
  └─ Direct taxes,-0,0,0,-0,-0,-1,-9,-14,-16,-19,-16
Cash from Investing Activity,-13,0,-9,-32,-1,23,9,4,12,16,18
  └─ Investments purchased,-84.11,-100.08,-12.50,-35.79,-13.20,0.00,0.00,-30.10,-158.26,-38.98,-0.04
  └─ Investments sold,33.77,90.07,0.59,0.00,5.73,18.31,0.81,29.86,165.70,50.60,13.99
  └─ Dividends received,37.63,10.11,3.35,4.25,6.19,4.64,8.51,3.87,4.64,4.64,3.87
Cash from Financing Activity,0,0,0,0,0,0,0,0,0,0,0
Net Cash Flow,0,-0,2,-2,0,-0,0,0,-0,0,-0
  └─ Free Cash Flow,13,-0,10,30,1,-23,-9,-4,-12,-16,-18
  └─ CFO/OP,35%,-2%,39%,103%,4%,-456%,-2%,20%,7%,4%,-4%
