Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,247,457,-91,1056,1561,1518,1794,1964,2024
  └─ Profit from operations,762,988,665,1373,2589,1515,1638,2145,2520
  └─ Receivables,-100,153,-41,-365,160,-230,-117,-83,-96
  └─ Inventory,-167,-174,-755,456,-1027,-157,44,-819,-1516
  └─ Payables,223,-137,-81,-213,828,346,834,560,1845
  └─ Other WC items,-358,-206,175,-6,-415,284,-428,194,-397
  └─ Working capital changes,-401,-364,-702,-128,-454,242,334,-148,-165
  └─ Direct taxes,-114,-168,-54,-189,-573,-239,-177,-33,-331
Cash from Investing Activity,-118,-567,-420,-499,-1800,-1944,-2762,-1904,-1939
  └─ Fixed assets purchased,-103,-488,-564,-361,-940,-1905,-1888,-2148,-2637
  └─ Investments purchased,-74,-69,0,-127,-677,-370,-633,0,0
  └─ Investments sold,0,0,133,0,0,0,0,372,592
  └─ Interest received,5,11,7,5,25,49,84,0,106
  └─ Dividends received,2,21,1,0,0,1,1,1,3
  └─ Redemp n Canc of Shares,0,0,0,0,10,0,0,0,0
  └─ Other investing items,52,-41,3,-16,-218,281,-326,-129,-3
Cash from Financing Activity,-162,112,531,-423,167,424,916,-36,-50
  └─ Proceeds from shares,0,0,0,0,626,0,1379,5,1
  └─ Proceeds from borrowings,0,176,617,0,8,614,252,306,256
  └─ Repayment of borrowings,-113,0,0,-318,-261,-3,-827,-116,-72
  └─ Interest paid fin,-49,-63,-86,-62,-22,-72,-133,-134,-190
  └─ Dividends paid,0,0,0,-43,-184,-114,-46,-138,-112
  └─ Financial liabilities,0,0,0,0,0,0,-0,-2,-54
  └─ Other financing items,0,0,-0,0,0,0,292,42,120
Net Cash Flow,-33,2,20,134,-72,-1,-51,24,34
  └─ Free Cash Flow,144,-32,-655,695,621,-386,-93,-184,-614
  └─ CFO/OP,51%,66%,-5%,89%,82%,117%,126%,107%,101%
