Metric,Mar 2026,Mar 2024,Mar 2025
Cash from Operating Activity,19,,
  └─ Profit from operations,19.82,33.13,19.68
  └─ Receivables,-3.63,1.23,-1.41
  └─ Inventory,-0.10,-6.78,-1.49
  └─ Payables,5.56,-14.79,5.49
  └─ Loans Advances,3.75,0.00,0.00
  └─ Other WC items,-3.07,1.26,-4.84
  └─ Working capital changes,2.52,-19.08,-2.25
  └─ Direct taxes,-3.51,-6.12,-3.69
Cash from Investing Activity,-12,,
  └─ Fixed assets purchased,-1.14,-0.77,-6.13
  └─ Fixed assets sold,0.00,1.29,0.00
  └─ Interest received,4.65,2.85,3.42
  └─ Other investing items,-15.18,-26.13,-23.54
Cash from Financing Activity,-7,,
  └─ Proceeds from borrowings,6.14,20.75,18.73
  └─ Repayment of borrowings,-4.80,0.00,0.00
  └─ Interest paid fin,-8.48,-5.39,-6.78
Net Cash Flow,0,,
  └─ Free Cash Flow,18,,
  └─ CFO/OP,113%,,
