Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Cash from Operating Activity,81,63,196,62,45,285,40,89,57,198,165
  └─ Profit from operations,88,72,38,52,8,-72,-26,23,-99,-76,42
  └─ Receivables,-27,-23,-20,-0,1,-25,-9,-4,-3,-6,-7
  └─ Inventory,-1,1,-2,-1,-0,1,1,0,-0,-0,-0
  └─ Payables,21,16,188,9,38,398,77,0,0,0,0
  └─ Loans Advances,1,0,-6,4,1,-14,0,9,-12,-3,9
  └─ Other WC items,0,0,0,0,0,0,0,68,179,284,121
  └─ Working capital changes,-6,-6,161,12,39,359,69,73,164,275,123
  └─ Direct taxes,-0,-0,-1,-1,-2,-2,-3,-5,-4,0,0
  └─ Other operating items,-1,-2,-2,-1,-0,-1,1,-2,-3,0,0
Cash from Investing Activity,-125,-50,-232,-5,-13,-249,-31,-75,-33,-177,-136
  └─ Fixed assets purchased,-122,-51,-232,-31,-16,-258,-29,-63,-50,-171,-137
  └─ Fixed assets sold,0,1,0,8,2,3,0,0,0,0,0
  └─ Investments purchased,0,0,-0,0,0,0,0,0,0,0,0
  └─ Investments sold,0,0,0,17,0,0,0,0,0,0,0
  └─ Interest received,0,0,0,0,0,2,1,1,1,2,3
  └─ Inter corporate deposits,0,-1,0,0,0,0,0,0,0,0,0
  └─ Other investing items,-4,0,0,1,0,4,-3,-13,15,-8,-1
Cash from Financing Activity,41,-13,35,-56,-30,-36,-9,-13,-24,-20,-24
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,159.85,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from debentures,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319.69,0.00,0.00,0.00
  └─ Proceeds from borrowings,58.91,11.16,77.54,0.37,0.05,150.30,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,-0.78,-0.91,-22.65,-20.41,-318.40,-0.18,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-17.67,-23.59,-41.23,-33.53,-9.76,-27.87,-8.89,-12.08,-17.72,-20.45,-30.50
  └─ Dividends paid,-0.02,-0.01,0.00,-0.01,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.07,-0.02,-0.02,-0.02,-0.03,-0.02,0.00,-320.85,-5.81,0.52,6.02
Net Cash Flow,-3,-0,-0,1,2,-0,-0,0,1,1,5
  └─ Free Cash Flow,-41,13,-36,39,31,30,11,26,8,27,28
  └─ CFO/OP,115%,203%,45686%,-47%,-287%,-369%,-137%,691%,-56%,-253%,609%
