Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,1,47,81,61
  └─ Profit from operations,9,36,84,97,87
  └─ Receivables,-1,-18,-14,-10,-9
  └─ Inventory,-3,-11,-4,-0,-5
  └─ Payables,0,-2,5,4,3
  └─ Other WC items,-4,2,0,9,3
  └─ Working capital changes,-7,-30,-12,3,-8
  └─ Direct taxes,0,-5,-24,-19,-18
Cash from Investing Activity,1,-6,-47,-461,-188
  └─ Fixed assets purchased,-3,-5,-36,-132,-36
  └─ Fixed assets sold,0,0,0,0,0
  └─ Investments purchased,-1,-1,0,-378,-661
  └─ Investments sold,0,0,0,50,539
  └─ Interest received,1,1,2,13,32
  └─ Investment in group cos,0,0,0,0,-6
  └─ Acquisition of companies,0,0,0,-5,0
  └─ Other investing items,3,-0,-12,-9,-57
Cash from Financing Activity,-0,3,5,515,23
  └─ Proceeds from shares,0.00,1.01,0.00,477.78,0.00
  └─ Proceeds from borrowings,2.74,4.89,55.66,115.91,45.69
  └─ Repayment of borrowings,0.00,0.00,-46.44,-73.84,-14.31
  └─ Interest paid fin,-2.05,-1.90,-2.17,-4.40,-3.73
  └─ Financial liabilities,-0.86,-1.07,-0.85,-0.92,-2.24
  └─ Other financing items,0.00,0.00,-1.05,0.00,-2.52
Net Cash Flow,2,-2,5,135,-105
  └─ Free Cash Flow,-1,-4,11,-51,25
  └─ CFO/OP,18%,18%,90%,109%,104%
