Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,3,1,-0,-10,-16
  └─ Profit from operations,3.74,3.84,4.61,5.51,2.32,4.82
  └─ Receivables,-0.30,0.03,-0.04,-1.25,2.04,-1.16
  └─ Inventory,-2.55,0.25,-3.55,1.46,-2.23,-9.95
  └─ Loans Advances,-1.04,-0.40,-0.75,-2.98,-10.91,-21.54
  └─ Other WC items,1.68,-0.63,0.70,-3.09,-1.42,11.53
  └─ Working capital changes,-2.21,-0.76,-3.65,-5.85,-12.52,-21.12
Cash from Investing Activity,-2,-2,-1,-1,-4,-30
  └─ Fixed assets purchased,-2.26,-2.94,-0.75,-0.90,-4.36,0.00
  └─ Fixed assets sold,0.31,0.93,0.00,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,-0.06,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,-29.68
Cash from Financing Activity,-0,-1,0,9,10,56
  └─ Proceeds from shares,0.00,0.00,1.29,12.63,0.00,47.36
  └─ Proceeds from borrowings,0.33,0.00,0.35,0.00,11.00,8.33
  └─ Repayment of borrowings,0.00,-0.42,-0.58,-2.45,-0.70,-11.07
  └─ Interest paid fin,-0.60,-0.71,-0.62,-0.54,-0.24,-0.90
  └─ Dividends paid,0.00,0.00,0.00,-0.29,-0.31,0.00
  └─ Application money refund,0.00,0.00,0.00,0.00,0.00,12.87
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-0.11
Net Cash Flow,-1,-0,1,8,-5,11
  └─ Free Cash Flow,-0,1,0,-1,-15,-16
  └─ CFO/OP,41%,81%,21%,-7%,-2684%,-617%
