Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,46,-67,-77,-21,162,35,-116,-89,47,62,-54
  └─ Profit from operations,14,20,35,36,60,72,130,72,103,103,125
  └─ Receivables,45,9,-121,-91,26,-3,-160,8,-81,4,-101
  └─ Inventory,27,-138,-26,59,111,-53,-86,-118,95,-96,-121
  └─ Payables,-40,45,39,-16,-25,34,16,-24,-47,78,70
  └─ Working capital changes,33,-84,-108,-47,113,-22,-230,-133,-32,-14,-152
  └─ Direct taxes,-1,-3,-5,-10,-11,-15,-15,-28,-23,-27,-26
Cash from Investing Activity,-1,-2,-2,-15,-7,-1,-6,-5,-4,-8,-53
  └─ Fixed assets purchased,-0.95,-2.22,-1.60,-12.61,-10.19,-1.06,-4.78,-5.21,-2.19,-7.52,-1.75
  └─ Fixed assets sold,0.00,0.18,0.00,0.57,0.00,0.18,0.21,0.27,0.00,1.01,0.00
  └─ Capital WIP,0.00,0.00,0.00,-3.09,3.09,0.00,0.00,0.00,0.00,0.00,-7.73
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,-0.10,-2.81,-0.30,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.12,0.00,0.00,1.27,0.00,0.12,8.04,0.00
  └─ Subsidy received,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.00,0.00,0.00,0.02,0.02,0.06,0.14,0.70,0.37,1.03,1.30
  └─ Invest in subsidiaries,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,-0.04,0.07,0.00,-0.22,-2.64,-0.29,-44.79
Cash from Financing Activity,-32,56,78,38,-155,-33,125,89,-39,-12,82
  └─ Proceeds from shares,0,0,0,0,0,10,3,0,0,0,102
  └─ Proceeds from borrowings,-23,66,141,57,0,0,151,75,0,1,3
  └─ Repayment of borrowings,0,0,-48,-0,-138,-22,0,0,-20,-30,-1
  └─ Interest paid fin,-9,-10,-15,-16,-14,-12,-13,0,-19,-17,-22
  └─ Dividends paid,0,0,0,-2,-2,-10,-16,-3,0,0,0
  └─ Other financing items,0,0,0,0,0,1,0,17,0,34,0
Net Cash Flow,13,-13,-1,2,0,1,3,-4,3,43,-24
  └─ Free Cash Flow,45,-69,-79,-36,155,34,-120,-94,45,56,-63
  └─ CFO/OP,330%,-316%,-207%,-33%,363%,74%,-108%,-62%,98%,113%,-30%
