Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,277,356,492,654,732,853,955,964,1149
  └─ Profit from operations,365,468,601,710,778,877,1112,1145,1204
  └─ Receivables,-88,44,14,-43,-89,-103,-102,-17,-3
  └─ Inventory,-3,-2,3,-11,-25,-14,-8,-16,5
  └─ Payables,84,-61,-18,48,62,142,34,-17,60
  └─ Other WC items,7,30,26,84,154,106,106,38,49
  └─ Working capital changes,0,11,25,78,102,131,30,-12,112
  └─ Direct taxes,-89,-122,-133,-134,-147,-155,-187,-169,-167
Cash from Investing Activity,-988,791,-461,-770,-1133,-1167,-752,-933,-1236
  └─ Fixed assets purchased,-140,-241,-442,-606,-951,-1175,-799,-941,-988
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,-49,-52,-106,-145,-212,-22,-15,-75,-259
  └─ Investments sold,6,11,7,1,0,1,0,0,0
  └─ Interest received,71,71,32,24,28,28,17,29,20
  └─ Dividends received,0,0,0,0,0,0,0,0,0
  └─ Other investing items,-875,1001,48,-44,1,2,44,54,-10
Cash from Financing Activity,779,-1077,-102,39,422,295,-78,56,116
  └─ Proceeds from borrowings,1245,94,57,140,566,818,801,840,535
  └─ Repayment of borrowings,-445,-1049,-49,-56,-59,-443,-701,-557,-197
  └─ Proceeds from deposits,30,38,0,0,0,0,0,0,0
  └─ Interest paid fin,-52,-161,-41,-41,-51,-49,-142,-188,-191
  └─ Dividends paid,0,0,-66,0,-28,-28,-28,-28,-28
  └─ Financial liabilities,0,0,-3,-6,-6,-4,-9,-9,-3
  └─ Other financing items,0,0,0,0,0,0,0,-2,0
Net Cash Flow,68,70,-71,-78,21,-19,125,87,29
  └─ Free Cash Flow,137,115,51,47,-218,-323,156,23,161
  └─ CFO/OP,100%,105%,105%,112%,114%,116%,103%,100%,110%
