Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3.87,-1.35,0.40,3.59,-3.55,-0.21,3.30,-7.24,-1.74,4.02,-2.05
  └─ Profit from operations,-0.45,-0.23,-0.48,-1.83,-3.26,-0.83,0.97,0.92,1.55,3.10,-1.26
  └─ Receivables,2.69,-1.11,-1.57,-0.04,4.07,-3.28,-3.89,1.50,-8.21,4.84,2.51
  └─ Inventory,-0.01,0.00,0.00,-0.06,-0.06,-0.05,-0.01,-0.43,-0.07,-0.46,-0.26
  └─ Other WC items,1.64,-0.02,2.45,5.52,-4.30,3.96,6.23,-9.23,4.98,-3.45,-3.04
  └─ Working capital changes,4.32,-1.13,0.88,5.42,-0.29,0.63,2.33,-8.16,-3.29,0.93,-0.79
Cash from Investing Activity,-0.12,0.28,0.21,2.00,-0.40,0.18,0.50,-1.51,-1.17,-3.94,0.64
  └─ Fixed assets purchased,-0.51,-0.07,-0.04,0.00,-0.07,-0.13,-0.03,-0.59,-0.36,0.00,-0.21
  └─ Fixed assets sold,0.00,0.00,0.00,2.45,0.00,0.00,0.00,0.00,0.00,3.54,0.00
  └─ Investments purchased,0.00,0.00,0.00,-0.62,-0.50,0.00,0.00,0.00,0.00,-0.36,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.15,0.42,0.03,0.33,0.00,0.23
  └─ Interest received,0.39,0.32,0.25,0.15,0.16,0.14,0.10,0.15,0.17,0.73,0.86
  └─ Dividends received,0.00,0.04,0.00,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.11,-1.32,-7.87,-0.26
Cash from Financing Activity,0.04,-0.50,-0.36,1.32,0.53,-1.54,-1.19,8.40,-0.09,0.29,-0.50
  └─ Proceeds from borrowings,0.36,0.00,0.00,2.05,1.35,0.70,0.00,0.00,0.18,0.39,0.00
  └─ Repayment of borrowings,0.00,-0.15,-0.08,0.00,0.00,0.00,-0.48,-0.21,0.00,0.00,-0.27
  └─ Interest paid fin,-0.32,-0.35,-0.28,-0.23,-0.82,-0.74,-0.71,-0.34,-0.27,-0.11,-0.23
  └─ Other financing items,0.00,0.00,0.00,-0.50,0.00,-1.50,0.00,8.95,0.00,0.00,0.00
Net Cash Flow,3.79,-1.57,0.26,6.90,-3.42,-1.57,2.62,-0.34,-3.01,0.37,-1.91
  └─ Free Cash Flow,3.36,-1.42,0.36,6.04,-3.62,-0.34,3.27,-7.83,-2.10,7.56,-2.26
  └─ CFO/OP,-1935%,175%,-174%,-199%,108%,30%,351%,-664%,-232%,-97%,92%
