Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,59.51,-6.01,8.14,1.90,14.10,-5.39,1.10,3.09,10.50,-0.91,-0.11,6.29
  └─ Profit from operations,115.40,72.26,-17.30,-0.17,-3.45,-0.77,-10.35,15.44,0.92,1.05,0.66,-6.75
  └─ Receivables,-13.97,-15.63,27.66,2.30,7.97,-1.17,0.74,-5.46,6.14,0.08,-2.34,11.01
  └─ Inventory,0.41,0.88,1.52,1.42,0.10,0.70,-0.10,0.23,0.46,-0.01,0.00,0.01
  └─ Loans Advances,4.94,-1.94,1.40,1.44,0.01,0.00,0.11,0.05,0.00,-0.03,-0.08,-1.65
  └─ Operating Deposits,-28.12,-46.84,-1.99,0.48,3.07,1.93,2.18,2.18,1.36,0.60,0.47,3.36
  └─ Other WC items,2.44,6.47,-1.78,-3.33,6.52,-6.09,8.53,-9.35,1.63,-2.60,1.17,0.32
  └─ Working capital changes,-34.30,-57.05,26.81,2.31,17.67,-4.62,11.45,-12.34,9.59,-1.96,-0.77,13.04
  └─ Direct taxes,-21.60,-21.21,-1.37,-0.24,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-108.35,-101.63,3.60,0.22,3.59,47.64,-0.28,16.49,16.58,0.06,0.11,-5.71
  └─ Fixed assets purchased,-130.45,-116.55,-2.53,-0.04,-0.19,-0.01,-0.29,-0.67,-1.42,-0.02,-0.01,-5.79
  └─ Fixed assets sold,18.07,4.50,5.60,0.12,3.77,47.63,0.00,17.16,0.00,0.00,0.00,0.08
  └─ Investments sold,0.24,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,3.79,9.98,0.53,0.13,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.08,0.12,0.00
Cash from Financing Activity,199.90,-32.09,-32.93,-2.40,-12.23,-48.19,-0.77,-19.79,-26.25,0.00,0.00,-0.56
  └─ Proceeds from shares,209.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,0.00,4.69,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,-7.13,-44.02,0.00,-13.53,-19.87,0.00,0.00,0.00
  └─ Interest paid fin,-14.31,-16.72,-10.75,-5.53,-5.11,-4.17,-5.46,-6.25,-6.38,0.00,0.00,-0.56
  └─ Dividends paid,-5.58,-8.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,9.85,-6.91,-22.18,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,151.05,-139.73,-21.19,-0.28,5.46,-5.94,0.05,-0.21,0.84,-0.85,0.00,0.02
  └─ Free Cash Flow,-52.87,-118.06,11.21,1.98,17.68,42.23,0.81,19.58,9.08,-0.93,-0.12,0.58
  └─ CFO/OP,68%,23%,-48%,-86%,-2294%,246%,-60%,-386%,1265%,-607%,3%,-54%
