Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,15,13,-6,1,-4,4,-13
  └─ Profit from operations,18,-8,9,14,21,34,39
  └─ Receivables,-0,18,-7,-6,-12,4,-108
  └─ Inventory,-9,16,-3,-4,-28,-18,33
  └─ Payables,7,-20,0,-5,23,-20,26
  └─ Loans Advances,0,0,3,7,-3,2,-0
  └─ Other WC items,-1,8,-4,-1,-1,8,6
  └─ Working capital changes,-3,21,-11,-9,-20,-23,-44
  └─ Direct taxes,0,0,-4,-4,-5,-7,-8
Cash from Investing Activity,-3,0,1,-3,-2,-49,-17
  └─ Fixed assets purchased,-3.42,-0.17,-0.25,-2.88,-2.35,-4.33,-12.01
  └─ Fixed assets sold,0.29,0.00,0.00,0.09,0.13,0.92,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,-0.01,0.00
  └─ Other investing items,0.05,0.25,1.72,0.07,0.31,-45.55,-5.43
Cash from Financing Activity,-8,-18,3,3,11,39,33
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,88.07,0.00
  └─ Proceeds from borrowings,0.00,0.17,5.80,9.48,19.94,2.59,37.69
  └─ Repayment of borrowings,-1.37,-14.15,-0.82,-3.87,-5.38,-39.78,-1.38
  └─ Interest paid fin,-6.68,-3.82,-1.96,-2.24,-3.49,-4.16,-3.61
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-7.72,0.00
Net Cash Flow,4,-4,-1,2,6,-6,2
  └─ Free Cash Flow,12,13,-6,-1,-6,1,-25
  └─ CFO/OP,72%,-146%,-26%,39%,5%,33%,-16%
