Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,14,19,3,-37,-25,11,-9,-5,1,-5,-14,9
  └─ Profit from operations,24.44,4.82,-3.98,-18.10,-9.50,10.74,-18.73,-16.18,-5.93,-16.34,-14.94,-4.74
  └─ Receivables,-2.73,12.70,3.78,-12.85,7.48,5.94,4.78,-4.69,3.46,-0.96,0.11,10.31
  └─ Inventory,-4.55,2.58,7.82,-7.82,-7.99,-0.99,11.30,7.65,9.84,-0.30,-5.80,4.07
  └─ Payables,-4.55,-1.84,0.05,5.29,-11.74,-3.31,-5.47,6.53,-5.88,11.35,6.11,-0.09
  └─ Other WC items,0.00,0.00,-1.34,-0.20,-1.37,-0.58,0.27,0.50,0.52,-0.03,0.31,-0.19
  └─ Working capital changes,-11.82,13.44,10.31,-15.58,-13.62,1.07,10.88,9.99,7.95,10.06,0.73,14.11
  └─ Direct taxes,-1.74,-3.11,-3.41,-2.89,-1.70,-1.12,-0.70,0.80,-0.80,0.82,0.17,0.03
  └─ Other operating items,3.22,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-16,-38,16,34,-10,33,8,7,16,17,27,-4
  └─ Fixed assets purchased,-19.61,-24.50,-11.19,-3.27,-5.68,-4.56,-1.53,-3.64,-5.11,-12.51,-3.77,-4.42
  └─ Fixed assets sold,0.01,0.51,0.20,0.06,0.01,0.05,0.38,0.08,0.15,0.00,0.05,0.08
  └─ Investments purchased,-41.32,-46.64,-5.36,-5.32,-7.45,-1.83,-5.84,-1.04,-31.11,-2.04,-13.66,-15.18
  └─ Investments sold,44.06,31.65,22.29,40.44,4.30,19.49,3.96,8.07,47.44,28.04,37.53,10.00
  └─ Interest received,0.80,0.15,0.81,1.24,0.64,0.13,0.15,1.01,0.02,0.04,0.25,0.09
  └─ Dividends received,0.43,0.66,0.31,0.54,0.19,0.57,0.10,0.08,0.13,0.23,0.06,0.11
  └─ Redemp n Canc of Shares,0.00,0.00,8.45,0.43,4.72,13.72,5.23,0.40,0.00,0.00,0.00,0.00
  └─ Inter corporate deposits,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.78
  └─ Other investing items,0.00,0.00,0.55,0.07,-7.20,5.48,5.69,1.70,4.14,3.65,6.63,6.03
Cash from Financing Activity,-1,7,-17,1,35,-36,-2,-10,-15,-15,-13,-7
  └─ Proceeds from shares,2.80,0.20,0.00,0.00,30.00,5.00,25.00,0.00,12.00,0.00,0.00,15.00
  └─ Proceeds from borrowings,177.85,174.39,12.53,9.21,2.20,16.72,10.95,3.78,9.12,6.21,8.36,7.85
  └─ Repayment of borrowings,-168.59,-160.28,-24.24,-2.97,-6.32,-19.89,-27.52,-0.25,-19.57,-2.77,-2.59,-5.82
  └─ Interest paid fin,-2.50,-2.65,-3.08,-3.05,-4.15,-4.44,-4.48,-3.64,-3.76,-3.19,-3.52,-9.75
  └─ Dividends paid,-10.53,-4.88,-1.95,-1.95,-1.95,-2.13,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-31.53,-5.55,-9.46,-13.00,-15.23,-15.71,-13.92
  └─ Other financing items,0.00,0.00,-0.01,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-3,-12,2,-1,-1,7,-2,-8,2,-3,-0,-1
  └─ Free Cash Flow,-6,-5,-8,-40,-30,6,-10,-9,-4,-18,-18,5
  └─ CFO/OP,72%,416%,-77%,154%,206%,130%,36%,37%,-40%,36%,75%,-74%
