Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1,3,28,33,48
  └─ Profit from operations,2.87,6.71,16.70,24.19,27.92
  └─ Receivables,2.24,0.18,-14.11,8.18,7.61
  └─ Payables,-2.70,0.97,-0.84,1.84,3.21
  └─ Other WC items,-3.10,-4.10,26.23,-0.84,11.63
  └─ Working capital changes,-3.55,-2.94,11.27,9.18,22.45
  └─ Direct taxes,-0.39,-1.05,-0.18,-0.44,-2.77
Cash from Investing Activity,-15,-5,-26,-35,-71
  └─ Fixed assets purchased,-1,-4,-24,-23,-0
  └─ Investments purchased,-14,-1,-1,-11,-26
  └─ Investments sold,0,0,0,0,7
  └─ Interest received,0,0,0,0,1
  └─ Other investing items,0,-0,-0,-0,-53
Cash from Financing Activity,15,4,-0,-0,24
  └─ Proceeds from shares,0.00,0.02,0.03,0.12,25.00
  └─ Proceeds from borrowings,15.15,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,-15.15,0.00,0.00,0.00
  └─ Interest paid fin,-0.07,-0.62,-0.06,-0.05,-0.39
  └─ Financial liabilities,0.00,-0.08,-0.12,-0.14,-0.15
  └─ Other financing items,0.00,20.00,0.00,0.00,0.04
Net Cash Flow,-1,2,2,-2,1
  └─ Free Cash Flow,-2,-1,3,10,47
  └─ CFO/OP,-30%,65%,188%,160%,185%
