Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-369,212,401,9,12,81,24,92,18,126,19,101
  └─ Profit from operations,763,194,-43,55,127,8,56,35,98,133,129,46
  └─ Receivables,-610,-51,105,45,-9,44,-82,-23,-42,20,-49,-14
  └─ Inventory,254,10,31,18,24,14,-34,3,-56,-35,-62,70
  └─ Payables,-314,60,43,-82,-58,8,18,47,14,55,-7,6
  └─ Other WC items,0,0,271,-18,-68,-4,61,33,5,-47,9,-10
  └─ Working capital changes,-669,18,449,-38,-110,62,-37,60,-79,-8,-109,52
  └─ Direct taxes,-47,0,-5,-7,-4,10,5,-2,-0,1,-1,3
  └─ Exceptional CF items,-416,0,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,1334,-1,-176,-28,45,167,67,113,-31,-312,-27,-285
  └─ Fixed assets purchased,-84,-1,-9,-6,-7,-4,-1,-14,-85,-65,-150,-384
  └─ Fixed assets sold,1417,0,0,0,0,0,0,160,59,0,0,9
  └─ Investments purchased,0,0,-0,0,0,0,-13,0,-1,-4,0,-4
  └─ Investments sold,0,0,0,0,0,0,0,12,0,0,0,0
  └─ Interest received,0,0,15,12,15,24,1,0,0,12,19,11
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Investment in group cos,0,0,0,0,0,0,0,-46,0,0,0,0
  └─ Other investing items,0,0,-182,-34,37,147,80,0,-4,-255,104,82
Cash from Financing Activity,-597,-286,-465,33,-0,-250,-165,-217,31,167,25,170
  └─ Proceeds from shares,74,18,0,0,0,40,0,0,0,392,0,0
  └─ Proceeds from borrowings,66,13,0,39,0,754,0,20,173,0,29,185
  └─ Repayment of borrowings,-484,-56,-103,-1,0,-1044,-125,-205,-110,-220,-0,-13
  └─ Interest paid fin,-151,-265,-362,-4,-0,-0,-40,-32,-32,-5,-3,-2
  └─ Other financing items,-102,4,0,0,0,0,0,0,0,0,0,0
Net Cash Flow,367,-76,-240,15,57,-2,-74,-11,18,-19,18,-14
  └─ Free Cash Flow,965,211,392,3,5,77,23,238,-8,61,-131,-273
  └─ CFO/OP,-102%,124%,13628%,67%,-138%,-226%,63%,173%,22%,113%,17%,240%
