Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Cash from Operating Activity,0.00,0.00,0.68,-0.60
  └─ Profit from operations,0.00,0.00,0.42,-0.18
  └─ Receivables,0.00,0.00,-0.97,0.03
  └─ Inventory,0.00,0.00,0.29,-0.26
  └─ Payables,0.00,0.00,0.11,0.03
  └─ Other WC items,0.00,0.00,0.81,-0.21
  └─ Working capital changes,0.00,0.00,0.24,-0.42
  └─ Direct taxes,0.00,0.00,0.02,0.00
Cash from Investing Activity,0.00,0.00,-0.57,-5.89
  └─ Fixed assets purchased,0.00,0.00,-0.16,0.00
  └─ Fixed assets sold,0.00,0.00,0.00,0.05
  └─ Investments purchased,0.00,0.00,-1.08,-5.79
  └─ Interest received,0.00,0.00,0.06,0.00
  └─ Other investing items,0.00,0.00,0.61,-0.16
Cash from Financing Activity,0.00,0.00,-0.07,6.49
  └─ Proceeds from borrowings,0.00,0.00,0.04,7.84
  └─ Repayment of borrowings,0.00,0.00,-0.06,-1.35
  └─ Interest paid fin,0.00,0.00,-0.05,0.00
Net Cash Flow,0.00,0.00,0.04,0.00
  └─ Free Cash Flow,0.00,0.00,0.52,-0.55
  └─ CFO/OP,0%,0%,-14%,188%
