Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023
Cash from Operating Activity,-1.77,5.36,-1.47,-0.26,-0.02
  └─ Profit from operations,1.44,0.88,0.67,-0.16,-1.80
  └─ Receivables,-0.48,0.16,1.04,0.26,0.01
  └─ Inventory,-0.91,-0.20,0.35,0.13,1.76
  └─ Payables,-0.26,-0.03,-0.19,-0.01,0.00
  └─ Loans Advances,0.00,-0.70,-1.31,-0.11,0.00
  └─ Other WC items,-1.55,5.25,-2.03,-0.38,0.01
  └─ Working capital changes,-3.21,4.48,-2.13,-0.10,1.77
  └─ Direct taxes,0.00,0.00,-0.01,0.00,0.00
Cash from Investing Activity,-8.58,-4.89,1.10,-0.19,0.00
  └─ Fixed assets purchased,-4.04,-0.03,-0.29,-0.01,0.00
  └─ Other investing items,-4.54,-4.86,1.39,-0.18,0.00
Cash from Financing Activity,8.36,-0.71,0.50,0.40,0.02
  └─ Proceeds from shares,0.00,0.00,3.49,0.00,0.00
  └─ Proceeds from borrowings,8.57,0.00,0.04,0.38,0.02
  └─ Repayment of borrowings,0.00,-0.09,-2.62,-0.04,0.00
  └─ Interest paid fin,-0.21,-0.70,-0.49,0.00,0.00
  └─ Other financing items,0.00,0.08,0.08,0.06,0.00
Net Cash Flow,-1.99,-0.24,0.13,-0.05,0.00
  └─ Free Cash Flow,-5.81,5.33,-1.76,-0.27,-0.02
  └─ CFO/OP,-99%,879%,503%,52%,50%
