Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,37,30,-4,17,14,-12,26,2,60,109,65,53
  └─ Profit from operations,47,44,10,15,16,20,33,23,121,126,61,158
  └─ Receivables,3,0,-5,-14,3,3,8,-1,-25,-0,13,-69
  └─ Inventory,-12,-5,-4,11,-1,-27,-4,-13,-26,5,10,-20
  └─ Payables,3,2,-4,6,-2,-5,-5,-4,17,6,-8,16
  └─ Working capital changes,-6,-2,-14,3,1,-29,-1,-18,-35,11,15,-73
  └─ Direct taxes,-5,-12,-0,-2,-2,-3,-5,-3,-27,-28,-10,-32
Cash from Investing Activity,-2,-6,-1,-7,-6,-5,-17,-8,-16,-54,-23,-81
  └─ Fixed assets purchased,-2,-8,-2,-8,-13,-7,-3,-9,-28,-62,-33,-14
  └─ Fixed assets sold,0,2,0,0,0,0,0,0,0,0,0,1
  └─ Investments purchased,0,0,0,0,0,0,-22,-12,-4,-5,0,-81
  └─ Investments sold,0,0,0,0,0,0,7,13,15,4,0,3
  └─ Investment income,0,0,0,0,0,0,0,0,0,0,0,11
  └─ Interest received,0,1,1,0,2,1,1,0,1,8,10,0
  └─ Other investing items,0,-1,0,0,5,0,0,0,0,0,0,0
Cash from Financing Activity,-37,-10,-5,-5,-1,-9,-10,-5,-5,13,-25,-31
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,5.21,0.00,0.00,3.94,9.06,34.35,0.00,0.00
  └─ Repayment of borrowings,-28.81,0.00,-0.41,-0.11,0.00,-0.94,-2.67,0.00,0.00,0.00,-2.79,-8.67
  └─ Interest paid fin,-5.11,-2.64,-5.00,-5.12,-4.37,-6.12,-3.04,-3.18,-8.57,-9.41,-10.10,-12.54
  └─ Dividends paid,-3.17,-3.17,0.00,0.00,-1.59,-1.59,-1.32,-2.63,-1.32,-6.58,-6.58,-3.95
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-2.71,-2.82,-4.10,-5.18,-5.34,-5.52
  └─ Other financing items,0.00,-4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-2,13,-10,4,7,-26,-1,-11,39,68,18,-59
  └─ Free Cash Flow,34,24,-6,9,1,-19,23,-7,32,48,32,39
  └─ CFO/OP,109%,113%,64%,638%,132%,-129%,97%,16%,60%,91%,97%,52%
