Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,12,9,32,22,-2,27,22,27,28,121
  └─ Profit from operations,16,24,29,27,8,31,34,56,61,78
  └─ Receivables,-3,-13,-1,8,0,1,-13,-24,-4,-2
  └─ Payables,1,3,4,-3,0,-3,1,-1,1,-45
  └─ Loans Advances,0,-2,0,0,0,0,0,0,0,0
  └─ Operating borrowings,5,-6,0,0,0,0,0,0,0,0
  └─ Other WC items,-8,5,4,-4,-10,-3,2,-3,-22,105
  └─ Working capital changes,-4,-12,7,1,-10,-4,-11,-27,-26,59
  └─ Direct taxes,0,-2,-4,-6,0,-0,-0,-1,-8,-16
Cash from Investing Activity,-23,-22,-43,-98,-4,-3,-8,-100,-224,-196
  └─ Fixed assets purchased,-23,-22,-44,-98,-3,-4,-9,-43,-24,-309
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,5,1
  └─ Investments purchased,-0,0,0,-0,0,0,0,-58,-299,-8
  └─ Investments sold,0,0,0,0,0,0,0,0,90,155
  └─ Interest received,0,0,0,0,0,0,1,1,5,8
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0
  └─ Other investing items,0,0,0,0,-0,0,0,0,0,-44
Cash from Financing Activity,12,16,9,77,5,-24,-14,58,192,123
  └─ Proceeds from shares,5,50,0,0,0,0,0,74,229,1
  └─ Proceeds from borrowings,9,0,10,85,6,0,5,9,0,143
  └─ Repayment of borrowings,-0,-23,0,-0,-0,-5,-1,0,-21,0
  └─ Interest paid fin,-2,-2,-0,-7,-2,-2,-2,-3,-1,-1
  └─ Dividends paid,0,0,-0,-0,0,0,0,0,0,0
  └─ Financial liabilities,0,0,0,0,0,-17,-15,-11,-15,-20
  └─ Other financing items,0,-9,0,0,0,0,0,-11,0,0
Net Cash Flow,1,3,-2,1,-1,0,1,-15,-5,47
  └─ Free Cash Flow,-11,-13,-11,-76,-6,23,14,-15,8,-187
  └─ CFO/OP,75%,48%,126%,102%,-31%,95%,68%,55%,57%,189%
