Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-1.25,4.67
  └─ Profit from operations,-0.24,0.74
  └─ Other WC items,-1.01,4.07
  └─ Working capital changes,-1.01,4.07
  └─ Direct taxes,0.00,-0.14
Cash from Investing Activity,-1.60,-9.31
  └─ Fixed assets purchased,0.00,-0.03
  └─ Investments purchased,-1.60,0.00
  └─ Investments sold,0.00,1.56
  └─ Interest received,0.00,-0.19
  └─ Other investing items,0.00,-10.65
Cash from Financing Activity,2.76,8.14
  └─ Interest paid fin,0.00,-0.26
  └─ Application money refund,2.76,8.40
Net Cash Flow,-0.10,3.51
  └─ Free Cash Flow,-1.25,4.64
  └─ CFO/OP,962%,1300%
