Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,66,6,16,-13,17,25,0
  └─ Profit from operations,82.53,65.10,108.70,118.39,75.09,132.72,0.00
  └─ Receivables,57.68,-69.45,6.35,-24.27,19.26,-129.07,0.00
  └─ Inventory,-8.13,9.10,-81.25,-86.17,2.42,-20.13,0.00
  └─ Payables,-30.11,-4.87,1.07,16.80,-45.07,83.92,0.00
  └─ Other WC items,-31.55,9.17,-6.69,-18.63,-18.00,-22.98,0.00
  └─ Working capital changes,-12.11,-56.05,-80.52,-112.27,-41.39,-88.26,0.00
  └─ Direct taxes,-4.69,-3.53,-12.52,-19.36,-16.41,-19.41,0.00
Cash from Investing Activity,-19,-27,-18,-25,-146,54,0
  └─ Fixed assets purchased,-17.04,-19.21,-17.74,-27.42,-35.52,-46.18,0.00
  └─ Investments purchased,-2.35,0.00,0.00,0.00,-68.96,0.00,0.00
  └─ Investments sold,0.00,2.89,0.00,0.00,0.00,47.02,0.00
  └─ Interest received,0.62,0.71,0.47,0.23,1.48,4.44,0.00
  └─ Dividends received,0.00,0.00,0.00,1.79,0.00,0.00,0.00
  └─ Invest in subsidiaries,0.00,0.00,-1.10,0.00,0.00,0.00,0.00
  └─ Acquisition of companies,-0.50,-10.64,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.09,-0.47,-0.03,0.31,-43.03,48.44,0.00
Cash from Financing Activity,-42,28,-21,452,-251,-52,0
  └─ Proceeds from shares,0.00,7.27,0.00,79.82,464.21,1.55,0.00
  └─ Proceeds from borrowings,0.00,72.53,37.72,29.71,0.00,12.17,0.00
  └─ Repayment of borrowings,-23.24,-19.62,-21.89,-16.94,-158.01,0.00,0.00
  └─ Interest paid fin,-42.59,-21.74,-18.89,-28.29,-8.77,-11.05,0.00
  └─ Dividends paid,-0.35,-3.68,-3.78,-5.46,-4.14,-5.21,0.00
  └─ Financial liabilities,-6.33,-6.80,-7.21,-8.01,-10.26,-12.28,0.00
  └─ Share application money,0.00,0.00,0.00,401.63,0.00,0.00,0.00
  └─ Other financing items,30.16,0.00,-6.78,0.00,-533.84,-37.46,0.00
Net Cash Flow,4,7,-24,414,-380,26,0
  └─ Free Cash Flow,49,-14,-2,-41,-18,-21,0
  └─ CFO/OP,109%,14%,29%,5%,54%,39%,0%
