Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,-2,30
  └─ Profit from operations,6.48,15.06,8.84
  └─ Receivables,2.37,-18.85,30.50
  └─ Inventory,-3.17,-11.90,3.51
  └─ Payables,0.37,16.78,-9.02
  └─ Working capital changes,-0.43,-13.96,25.00
  └─ Direct taxes,-2.62,-3.50,-3.54
Cash from Investing Activity,-12,-2,-61
  └─ Fixed assets purchased,-13,-4,-69
  └─ Fixed assets sold,0,0,0
  └─ Investments purchased,-11,-16,-23
  └─ Investments sold,12,19,26
  └─ Investment income,0,0,5
  └─ Other investing items,0,0,0
Cash from Financing Activity,8,3,30
  └─ Proceeds from shares,0.01,12.71,12.71
  └─ Proceeds from borrowings,9.86,0.00,19.37
  └─ Repayment of borrowings,0.00,-7.57,0.00
  └─ Interest paid fin,-1.54,-1.80,-1.73
Net Cash Flow,-0,-1,0
  └─ Free Cash Flow,-10,-6,-38
  └─ CFO/OP,114%,8%,391%
