Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-13,-8,14,6,
  └─ Profit from operations,11.73,14.20,1.57,11.62,
  └─ Receivables,-14.95,3.49,-1.03,-7.71,
  └─ Inventory,-3.95,-4.41,0.82,-0.99,
  └─ Payables,-2.71,-12.18,10.15,12.08,
  └─ Loans Advances,0.78,-5.28,4.69,-7.45,
  └─ Other WC items,-1.42,-1.12,-1.37,0.41,
  └─ Working capital changes,-22.24,-19.50,13.25,-3.66,
  └─ Direct taxes,-2.70,-3.00,-0.85,-1.81,
Cash from Investing Activity,1,-26,-35,-30,
  └─ Fixed assets purchased,-8.71,-9.52,-20.80,-45.78,
  └─ Investments purchased,0.00,-12.44,-19.57,0.00,
  └─ Investments sold,9.94,0.00,0.00,14.70,
  └─ Interest received,0.05,0.73,1.96,1.74,
  └─ Other investing items,-0.24,-4.49,2.96,-1.00,
Cash from Financing Activity,18,58,-9,25,
  └─ Proceeds from shares,0.00,75.47,0.00,0.00,
  └─ Proceeds from borrowings,18.67,0.83,3.02,24.07,
  └─ Repayment of borrowings,0.00,-8.35,-6.04,-1.71,
  └─ Interest paid fin,-0.48,-1.12,-1.25,-2.17,
  └─ Dividends paid,0.00,0.00,-0.32,-0.32,
  └─ Other financing items,0.00,-8.53,-3.97,4.64,
Net Cash Flow,6,24,-30,0,
  └─ Free Cash Flow,-22,-18,-7,-40,
  └─ CFO/OP,-91%,-36%,7410%,71%,
