Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,10,-14,13,2
  └─ Profit from operations,5.87,8.96,14.88,24.49
  └─ Receivables,4.85,-17.61,-8.18,-9.23
  └─ Inventory,-1.34,-3.65,1.35,0.11
  └─ Payables,2.62,1.58,7.88,-5.29
  └─ Loans Advances,-1.80,2.54,-1.30,2.23
  └─ Other WC items,0.80,-3.76,0.30,-2.24
  └─ Working capital changes,5.14,-20.90,0.05,-14.41
  └─ Direct taxes,-0.77,-2.51,-2.27,-8.55
Cash from Investing Activity,0,-5,-12,-25
  └─ Fixed assets purchased,-0.23,-5.68,-12.31,-13.29
  └─ Fixed assets sold,0.09,0.00,0.00,0.04
  └─ Interest received,0.19,0.55,0.63,1.30
  └─ Other investing items,0.00,-0.01,-0.01,-12.93
Cash from Financing Activity,5,9,19,17
  └─ Proceeds from shares,6.70,0.00,5.57,29.86
  └─ Proceeds from borrowings,1.67,12.19,18.04,0.00
  └─ Repayment of borrowings,-2.80,-1.88,-2.93,-10.65
  └─ Interest paid fin,-0.92,-1.11,-1.85,-1.88
Net Cash Flow,15,-10,20,-6
  └─ Free Cash Flow,10,-20,0,-12
  └─ CFO/OP,189%,-145%,105%,41%
