Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,69,94,201,139,84,183,109,233,37,261,102
  └─ Profit from operations,109,158,268,211,69,299,405,322,108,228,139
  └─ Receivables,39,-37,14,-42,39,-53,-146,23,-11,49,-63
  └─ Inventory,-3,-13,2,-35,34,-49,-8,-13,-35,-94,87
  └─ Payables,-50,17,-19,67,-37,46,86,67,-5,90,-35
  └─ Loans Advances,-10,-2,-10,-12,-14,3,-149,-105,-12,4,-20
  └─ Working capital changes,-23,-35,-13,-22,22,-53,-217,-28,-62,49,-30
  └─ Direct taxes,-17,-29,-54,-51,-8,-63,-79,-61,-8,-15,-6
Cash from Investing Activity,-6,-42,-164,-216,-104,-72,-106,-255,-115,-92,-89
  └─ Fixed assets purchased,-9,-32,-124,-213,-168,-71,-100,-240,-174,-137,-163
  └─ Fixed assets sold,0,4,0,1,0,0,1,0,1,1,1
  └─ Investments purchased,0,-17,-42,-6,0,-4,-64,-94,0,0,0
  └─ Investments sold,0,0,0,0,62,0,0,0,45,16,49
  └─ Interest received,3,3,2,1,2,2,5,13,20,20,18
  └─ Dividends received,0,0,0,0,0,0,0,0,0,1,1
  └─ Other investing items,0,0,0,0,0,0,52,65,-6,8,5
Cash from Financing Activity,-64,-50,-35,58,35,-80,-19,21,48,-138,-53
  └─ Proceeds from borrowings,-22,0,0,81,60,0,17,75,123,0,153
  └─ Repayment of borrowings,-22,-32,-12,0,0,-64,0,0,-25,-80,-136
  └─ Interest paid fin,-16,-11,-12,-8,-10,-11,-13,-24,-19,-35,-38
  └─ Dividends paid,-4,-7,-11,-15,-15,-6,-23,-30,-31,-23,-31
Net Cash Flow,-1,2,2,-19,15,30,-15,-2,-29,31,-39
  └─ Free Cash Flow,60,66,77,-73,-84,113,11,-7,-136,125,-60
  └─ CFO/OP,76%,73%,95%,84%,127%,82%,46%,92%,43%,125%,115%
