Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,-12,13
  └─ Profit from operations,,-2.44,-2.53
  └─ Receivables,,0.14,-9.64
  └─ Payables,,1.24,1.18
  └─ Other WC items,,-10.32,24.63
  └─ Working capital changes,,-8.94,16.16
  └─ Direct taxes,,-0.37,-1.01
Cash from Investing Activity,,-20,-30
  └─ Fixed assets purchased,,-11.46,-4.57
  └─ Investments purchased,,0.00,-25.86
  └─ Investments sold,,1.30,0.00
  └─ Interest received,,-10.00,0.06
Cash from Financing Activity,,34,17
  └─ Proceeds from shares,,24.34,15.50
  └─ Proceeds from borrowings,,10.82,7.46
  └─ Interest paid fin,,-0.14,-1.95
  └─ Financial liabilities,,-0.86,-4.29
Net Cash Flow,,2,-1
  └─ Free Cash Flow,,-23,8
  └─ CFO/OP,,439%,-496%
