Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017
Cash from Operating Activity,5.86,-43.41,-7.37,2.42
  └─ Profit from operations,0.71,0.67,0.13,0.10
  └─ Receivables,-13.19,29.91,24.51,3.24
  └─ Inventory,-1.80,0.09,0.63,-0.82
  └─ Payables,-88.53,-73.01,-29.41,-0.10
  └─ Loans Advances,110.44,0.00,0.00,0.00
  └─ Operating borrowings,1.30,-0.10,-3.20,0.00
  └─ Other WC items,-2.87,-0.75,-0.01,0.02
  └─ Working capital changes,5.35,-43.87,-7.48,2.34
  └─ Direct taxes,-0.20,-0.20,-0.03,-0.01
Cash from Investing Activity,-5.88,43.35,7.66,-2.29
  └─ Fixed assets purchased,-0.24,0.27,-0.02,0.00
  └─ Investments purchased,-5.57,0.00,6.03,-25.90
  └─ Investments sold,0.00,-0.60,0.00,0.00
  └─ Other investing items,-0.07,43.68,1.65,23.62
Cash from Financing Activity,0.00,0.00,0.00,0.00
Net Cash Flow,-0.02,-0.05,0.28,0.14
  └─ Free Cash Flow,5.62,-43.14,-7.39,2.42
  └─ CFO/OP,854%,-6354%,-6117%,4050%
