Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-3,-25,4,-4,44,12,123,28,3,-265,107
  └─ Profit from operations,6,3,2,2,28,79,77,180,160,215,385
  └─ Receivables,-45,-46,60,-34,-51,-13,-22,-133,-61,-370,-221
  └─ Inventory,3,-1,-0,-4,-2,4,-3,-3,4,-0,-69
  └─ Payables,38,19,-58,32,60,-60,60,115,-138,124,300
  └─ Other WC items,0,0,0,-1,16,14,11,-115,62,-171,-269
  └─ Working capital changes,-4,-27,2,-7,22,-54,46,-136,-133,-416,-259
  └─ Direct taxes,0,0,0,0,-7,-12,0,-17,-24,-63,-19
  └─ Other operating items,-5,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,4,-2,-0,-1,0,5,-122,-78,-42,-90,-268
  └─ Fixed assets purchased,-1,-0,-0,-1,-2,-0,-6,-72,-46,-165,-60
  └─ Fixed assets sold,0,0,0,0,0,0,0,1,0,0,0
  └─ Investments purchased,0,0,0,0,0,0,-74,0,-0,0,-45
  └─ Investments sold,0,0,0,0,0,0,0,0,0,73,31
  └─ Interest received,0,0,2,0,2,5,4,0,8,11,5
  └─ Other investing items,5,-2,-2,0,0,0,-47,-6,-5,-9,-198
Cash from Financing Activity,-2,26,-3,4,-41,1,-5,60,62,603,65
  └─ Proceeds from shares,0,0,0,0,0,0,8,14,63,588,83
  └─ Proceeds from borrowings,0,28,0,0,0,2,0,67,35,56,55
  └─ Repayment of borrowings,-2,-0,-37,0,-41,0,-2,0,0,0,0
  └─ Interest paid fin,-0,-1,-3,-1,-0,-1,-0,-11,-31,-41,-33
  └─ Dividends paid,0,0,0,0,0,0,-2,0,-6,0,-6
  └─ Financial liabilities,0,0,0,0,0,0,-9,-11,0,0,-36
  └─ Other financing items,0,0,36,5,0,0,0,0,0,0,2
Net Cash Flow,-1,-0,1,-1,3,17,-4,10,23,249,-95
  └─ Free Cash Flow,-4,-25,4,-5,42,12,118,-44,-43,-430,47
  └─ CFO/OP,-56%,-930%,190%,-248%,180%,47%,182%,25%,18%,-96%,35%
