Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-2,-3,-7,-12,4,6
  └─ Profit from operations,1.93,3.53,6.94,12.64,12.16,13.04,20.46
  └─ Receivables,-1.16,-6.55,-15.54,-16.62,-22.12,-3.57,-11.93
  └─ Inventory,-2.34,1.30,-3.27,0.98,2.33,-4.49,0.20
  └─ Payables,2.97,0.77,9.61,0.39,-3.35,7.67,-4.70
  └─ Loans Advances,0.00,-0.53,-3.06,0.00,-0.86,0.70,1.22
  └─ Other WC items,-0.32,0.76,4.34,-0.98,2.76,-6.31,5.29
  └─ Working capital changes,-0.85,-4.24,-7.92,-16.23,-21.25,-5.99,-9.93
  └─ Interest paid,0.02,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Direct taxes,-0.86,-0.89,-1.67,-3.28,-2.64,-3.20,-4.89
  └─ Other operating items,-0.04,0.00,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-0,-1,0,-1,-2,-2,-29
  └─ Fixed assets purchased,-0.67,-0.13,-0.49,-0.28,-2.45,-3.18,-6.56
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.01,0.00,0.00
  └─ Investments purchased,0.00,-1.25,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.39,0.00,0.75,0.00,0.00,0.03,0.00
  └─ Interest received,0.00,0.00,0.00,0.00,0.92,1.07,0.14
  └─ Dividends received,0.04,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.03,0.00,0.00,-0.82,0.00,0.00,-22.55
Cash from Financing Activity,-0,6,8,5,32,2,4
  └─ Proceeds from shares,0.00,5.72,0.38,0.00,41.47,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,8.79,5.36,0.00,0.00,2.51
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,-6.44,-0.58,0.00
  └─ Interest paid fin,-0.02,0.00,0.00,0.00,-1.35,-1.18,-1.33
  └─ Dividends paid,-0.17,-0.08,-0.71,-0.76,-0.44,-0.29,-0.33
  └─ Other financing items,-0.04,0.00,0.00,0.00,-1.56,4.18,3.20
Net Cash Flow,-0,3,6,-3,18,4,-19
  └─ Free Cash Flow,-0,-2,-3,-7,-14,1,-1
  └─ CFO/OP,60%,-22%,-14%,-28%,-82%,62%,47%
