Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-500,-1108,-1425,-1865,-1658,-371,-3014
  └─ Profit from operations,374,208,381,508,1026,1457,1595
  └─ Receivables,561,160,-622,-5,237,-119,-253
  └─ Inventory,0,3,-661,-396,568,-689,0
  └─ Payables,-84,204,599,119,1908,2373,-3712
  └─ Loans Advances,-45,-748,-1473,-601,-1314,280,-3069
  └─ Operating investments,-204,0,0,0,0,0,0
  └─ Other WC items,-1098,-894,421,-1416,-3876,-3351,2763
  └─ Working capital changes,-870,-1274,-1737,-2300,-2477,-1505,-4270
  └─ Direct taxes,-4,-42,-69,-73,-208,-323,-338
Cash from Investing Activity,-112,-124,-81,-173,-79,-63,-128
  └─ Fixed assets purchased,-17,-23,-51,-79,-81,-33,-29
  └─ Fixed assets sold,1,4,2,2,0,1,1
  └─ Investments purchased,0,-43,-41,-96,-196,-242,-459
  └─ Investments sold,49,222,0,0,195,206,342
  └─ Interest received,4,0,0,1,8,8,13
  └─ Dividends received,0,0,0,0,0,0,0
  └─ Investment in group cos,0,0,0,0,-1,-5,0
  └─ Redemp n Canc of Shares,0,85,0,0,0,0,0
  └─ Acquisition of companies,-131,-368,0,-6,-4,0,0
  └─ Other investing items,-18,-1,10,5,1,2,4
Cash from Financing Activity,235,877,2139,1825,1316,601,3181
  └─ Proceeds from shares,0,706,0,2,31,86,56
  └─ Proceeds from debentures,0,40,0,0,0,0,0
  └─ Proceeds from borrowings,374,698,2176,1864,1348,1103,3812
  └─ Repayment of borrowings,0,-455,-55,-0,-15,-10,-108
  └─ Interest paid fin,-73,0,0,0,0,0,0
  └─ Dividends paid,-50,-92,0,0,0,-514,-501
  └─ Financial liabilities,-5,-19,-33,-41,-48,-65,-79
  └─ Application money refund,0,0,0,0,0,0,0
  └─ Other financing items,-10,0,50,0,0,0,0
Net Cash Flow,-376,-354,633,-212,-422,166,40
  └─ Free Cash Flow,-516,-1127,-1475,-1942,-1739,-403,-3041
  └─ CFO/OP,-99%,-240%,-210%,-203%,-93%,-2%,-110%
