Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,14,13,24,16,9,68,18,39,56,32,13
  └─ Profit from operations,13,16,24,37,37,29,47,35,52,62,68
  └─ Receivables,2,2,-5,-7,1,-1,-16,-11,16,-13,-29
  └─ Inventory,-2,3,-11,-18,9,27,-23,-1,-31,7,1
  └─ Payables,-0,3,12,-2,-11,4,16,9,4,12,1
  └─ Loans Advances,5,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,5,-4,13,18,-14,17,7,18,29,-18,-10
  └─ Working capital changes,9,3,9,-9,-16,47,-16,16,18,-12,-37
  └─ Direct taxes,-7,-7,-9,-12,-12,-7,-14,-12,-14,-18,-17
Cash from Investing Activity,-13,15,-20,-12,-5,-78,-19,4,-38,14,-0
  └─ Fixed assets purchased,-1.04,-2.81,0.00,-4.03,-5.14,-6.39,-14.65,-14.55,-5.06,-20.80,-29.08
  └─ Fixed assets sold,0.18,0.04,0.15,0.08,0.07,0.19,0.33,0.09,0.17,0.27,0.00
  └─ Investment income,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,4.89,5.34,4.04,5.26,6.95,6.54,8.72,8.18,11.92,17.33,12.51
  └─ Other investing items,-16.71,11.78,-23.92,-13.30,-6.40,-77.88,-13.27,10.38,-45.25,17.66,16.08
Cash from Financing Activity,-0,-28,-1,-1,1,3,-4,-39,-18,-31,-16
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,2.00,5.95,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-0.02,-0.26,-0.13,-0.27,-0.43,-0.39,-0.78,-0.93,-0.62,-0.43,-0.35
  └─ Dividends paid,-0.38,-0.38,-0.37,-0.36,-0.36,-0.36,-1.45,-37.80,-15.97,-29.00,-14.41
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-2.21,-1.95,-0.55,-1.00,-1.19,-0.75
  └─ Other financing items,-0.08,-26.96,-0.07,-0.07,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,1,-1,4,4,6,-6,-5,4,0,16,-3
  └─ Free Cash Flow,14,10,24,12,4,62,3,24,51,11,-16
  └─ CFO/OP,172%,127%,144%,78%,58%,275%,68%,147%,139%,83%,46%
