Metric,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,39,187,135,130,466,166,132,173,82,119
  └─ Profit from operations,107,148,231,251,420,390,234,163,92,46
  └─ Receivables,-35,-13,-5,26,50,-7,-18,-30,-38,-5
  └─ Inventory,-1,21,11,-77,82,-230,33,-29,63,48
  └─ Payables,-14,61,27,-7,6,53,-31,53,2,-22
  └─ Loans Advances,-7,0,0,0,0,0,0,0,0,0
  └─ Other WC items,4,7,-58,-18,0,52,-67,55,-21,55
  └─ Working capital changes,-53,76,-25,-76,138,-131,-83,49,6,76
  └─ Direct taxes,-15,-37,-72,-45,-92,-93,-19,-39,-16,-4
Cash from Investing Activity,-52,-165,-347,-116,-35,-52,-174,-162,-50,-147
  └─ Fixed assets purchased,-68,-81,-76,-118,-109,-90,-133,-114,-124,-92
  └─ Fixed assets sold,3,10,7,7,2,9,0,38,76,51
  └─ Investments purchased,-45,-138,-235,-293,-123,-200,-289,-207,-217,-88
  └─ Investments sold,45,36,360,277,109,232,290,105,319,88
  └─ Interest received,1,0,1,1,2,2,1,2,2,2
  └─ Dividends received,0,4,1,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,0,0,0,0,0,0,0,0,-111,-113
  └─ Acquisition of companies,0,0,-407,0,0,0,0,0,0,0
  └─ Inter corporate deposits,6,0,0,0,0,0,0,0,0,0
  └─ Other investing items,5,3,3,10,83,-4,-44,14,3,5
Cash from Financing Activity,12,-20,266,8,-390,-179,42,62,-90,-31
  └─ Proceeds from shares,0,0,1,0,1,1,3,0,0,0
  └─ Proceeds from borrowings,41,13,528,226,45,0,174,370,128,158
  └─ Repayment of borrowings,-4,-13,-217,-155,-377,-125,-57,-232,-118,-70
  └─ Interest paid fin,-9,-3,-23,-39,-28,-11,-17,-34,-66,-69
  └─ Dividends paid,-13,-15,-19,-17,-19,-34,-49,-30,-17,-23
  └─ Financial liabilities,0,0,0,-5,-12,-12,-12,-12,-18,-27
  └─ Other financing items,-3,-3,-4,-3,0,0,0,0,0,0
Net Cash Flow,-2,2,53,22,41,-65,-0,73,-58,-60
  └─ Free Cash Flow,-26,117,65,19,360,85,-0,97,35,77
  └─ CFO/OP,53%,151%,85%,73%,136%,66%,67%,169%,163%,1293%
