Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,6,5,-7,9,-5,-67,68
  └─ Profit from operations,9,5,16,24,12,11,18
  └─ Receivables,-3,-5,-19,-23,-38,-74,28
  └─ Inventory,0,0,-2,-3,3,-6,3
  └─ Payables,-0,1,0,10,16,2,23
  └─ Loans Advances,-7,1,0,0,0,0,0
  └─ Other WC items,4,3,0,0,0,0,0
  └─ Working capital changes,-7,1,-21,-15,-19,-78,54
  └─ Direct taxes,0,-0,-3,-0,2,-0,-4
  └─ Advance tax,3,0,0,0,0,0,0
Cash from Investing Activity,0,-5,2,-1,-5,-8,-43
  └─ Fixed assets purchased,-1.36,-0.35,-1.81,-2.09,-4.85,-4.61,-43.30
  └─ Investments purchased,0.00,-4.60,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,1.58,0.00,4.23,0.90,0.00,0.73,0.00
  └─ Interest received,0.00,0.00,0.00,0.00,0.01,0.05,0.22
  └─ Dividends received,0.00,0.00,0.01,0.00,0.00,0.00,0.00
  └─ Acquisition of companies,0.00,0.00,0.00,0.00,0.00,0.00,-0.25
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,-4.53,0.00
Cash from Financing Activity,-3,-4,3,-7,76,39,-8
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,79.03,0.00,0.00
  └─ Proceeds from borrowings,0.11,0.00,9.66,0.00,0.00,34.27,0.00
  └─ Repayment of borrowings,-2.53,-3.62,0.00,-6.51,-2.89,0.00,-4.73
  └─ Interest paid fin,-0.12,-0.14,-0.12,-0.66,-0.35,-0.97,-3.46
  └─ Dividends paid,-0.22,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,0.00,0.00,-6.98,0.00,0.00,5.71,0.00
Net Cash Flow,3,-3,-2,1,66,-36,17
  └─ Free Cash Flow,4,5,-9,7,-10,-72,25
  └─ CFO/OP,28%,118%,-30%,39%,-77%,-813%,512%
