Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,38,58,60,21,41,56,84,-1,27,21,17,62
  └─ Profit from operations,89.27,79.14,50.68,53.08,63.49,53.91,57.18,66.78,65.72,42.85,39.08,47.14
  └─ Receivables,12.55,-0.28,26.36,-48.40,5.17,12.98,-2.36,-17.82,-31.38,15.33,2.80,-8.44
  └─ Inventory,-24.97,-3.85,10.55,-0.78,3.32,4.40,22.81,-81.92,-3.51,17.99,-25.05,9.09
  └─ Payables,-16.84,1.84,-10.09,35.48,-8.95,-27.46,-0.38,44.28,-5.95,-33.37,11.87,20.12
  └─ Loans Advances,0.00,0.00,-0.84,0.78,-0.04,0.52,0.89,1.09,0.69,1.22,0.00,0.00
  └─ Other WC items,0.00,0.00,-6.19,-13.16,-11.14,14.95,9.00,-5.18,13.30,-23.01,-5.93,0.83
  └─ Working capital changes,-29.26,-2.29,19.79,-26.08,-11.64,5.38,29.96,-59.56,-26.85,-21.84,-16.31,21.60
  └─ Direct taxes,-22.04,-18.38,-10.73,-6.11,-10.42,-3.65,-3.04,-8.63,-11.39,-0.29,-5.93,-6.30
Cash from Investing Activity,-51,-38,-22,-6,-9,-10,-14,-11,-46,-22,-7,-6
  └─ Fixed assets purchased,-53.71,-40.27,-19.83,-11.53,-12.51,-12.00,-11.45,-30.70,-42.60,-30.98,-21.56,-13.61
  └─ Fixed assets sold,1.93,4.18,6.96,8.92,1.17,1.68,2.81,8.15,2.55,1.97,16.69,6.00
  └─ Investments purchased,-1.00,-0.25,-4.48,-0.30,-0.84,-0.05,-0.01,-0.64,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.48,0.00
  └─ Interest received,1.73,2.12,2.48,2.91,2.52,3.00,2.60,2.72,2.21,3.30,4.42,5.03
  └─ Dividends received,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.00
  └─ Other investing items,0.27,-3.82,-6.90,-5.89,0.74,-2.40,-7.58,9.26,-7.86,3.49,-6.73,-3.64
Cash from Financing Activity,18,-24,-33,-23,-31,-47,-48,4,17,-4,-14,-53
  └─ Proceeds from borrowings,53.21,21.01,10.61,21.46,7.83,4.00,17.85,35.36,31.81,22.89,21.65,0.00
  └─ Repayment of borrowings,-28.76,-22.65,-23.95,-16.54,-17.98,-32.95,-53.46,-20.52,0.00,-10.81,-14.11,-30.67
  └─ Interest paid fin,-19.61,-21.87,-20.05,-19.84,-19.36,-16.93,-11.32,-9.66,-14.20,-15.47,-21.02,-21.02
  └─ Dividends paid,-1.63,-1.54,-1.99,-1.33,-1.33,-1.33,-0.88,-1.10,-1.10,-1.10,-0.97,-0.88
  └─ Other financing items,14.36,1.17,2.87,-6.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,5,-3,5,-8,2,-1,23,-9,-2,-6,-4,4
  └─ Free Cash Flow,-14,22,47,18,30,45,75,-24,-13,-8,12,55
  └─ CFO/OP,73%,108%,171%,60%,88%,130%,179%,12%,68%,56%,69%,166%
