Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,47,-10,-91,0
  └─ Profit from operations,1.13,4.05,17.04,5.79,0.00
  └─ Receivables,-7.80,-2.45,-28.69,-28.39,0.00
  └─ Payables,14.40,9.66,22.60,-29.36,0.00
  └─ Other WC items,-7.43,35.75,-20.86,-35.79,0.00
  └─ Working capital changes,-0.83,42.96,-26.95,-93.54,0.00
  └─ Direct taxes,0.00,0.00,-0.57,-3.68,0.00
Cash from Investing Activity,0,-140,3,23,0
  └─ Fixed assets purchased,-0.01,-40.06,-1.47,-18.81,0.00
  └─ Investments purchased,0.00,-19.98,-15.86,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,6.89,0.00
  └─ Interest received,0.00,2.94,5.68,4.22,0.00
  └─ Other investing items,0.00,-82.64,14.20,31.11,0.00
Cash from Financing Activity,0,98,4,66,0
  └─ Proceeds from shares,0.00,0.00,0.00,48.67,0.00
  └─ Proceeds from debentures,0.00,0.00,26.95,0.00,0.00
  └─ Proceeds from borrowings,0.13,0.00,0.00,19.03,0.00
  └─ Repayment of borrowings,0.00,-0.27,-21.10,0.00,0.00
  └─ Interest paid fin,-0.05,-0.01,-0.56,-1.53,0.00
  └─ Share application money,0.00,98.13,0.00,0.00,0.00
  └─ Other financing items,0.00,0.00,-0.90,0.00,0.00
Net Cash Flow,0,5,-4,-2,0
  └─ Free Cash Flow,0,7,-12,-110,0
  └─ CFO/OP,29%,1506%,-203%,-1694%,0%
