Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,-0,5,4,-27,-17,4
  └─ Profit from operations,3.70,4.16,5.37,7.26,8.99,8.59,6.15
  └─ Receivables,-1.67,-0.79,-5.30,-38.68,-26.10,-71.13,10.12
  └─ Inventory,0.00,0.00,-3.80,-20.85,11.74,-9.02,-14.14
  └─ Payables,3.74,-2.34,10.21,58.24,-18.90,58.23,5.35
  └─ Working capital changes,2.07,-3.13,1.11,-1.29,-33.26,-21.92,1.34
  └─ Direct taxes,-0.62,-1.17,-1.50,-2.47,-2.57,-4.17,-3.44
Cash from Investing Activity,1,-6,-20,-10,4,4,9
  └─ Fixed assets purchased,-0.13,-0.16,-0.61,-0.98,-0.92,-2.95,-0.77
  └─ Fixed assets sold,0.00,1.22,0.00,0.01,0.07,0.00,0.12
  └─ Investments purchased,0.00,0.00,-25.14,-2.24,-0.01,0.00,0.00
  └─ Investments sold,0.00,0.00,1.15,2.71,0.31,0.29,0.00
  └─ Interest received,0.98,1.39,1.82,3.89,10.17,16.37,19.22
  └─ Redemp n Canc of Shares,0.02,0.01,0.01,0.00,0.00,0.00,0.00
  └─ Other investing items,-0.27,-8.45,2.76,-13.40,-5.73,-10.10,-10.01
Cash from Financing Activity,-6,6,15,6,33,4,-13
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,20.15,0.00,0.00
  └─ Proceeds from borrowings,0.00,6.85,18.24,10.44,19.65,12.31,0.00
  └─ Repayment of borrowings,-4.36,0.00,0.00,0.00,0.00,0.00,-5.09
  └─ Interest paid fin,-1.77,-1.12,-2.78,-4.26,-6.54,-8.36,-7.83
Net Cash Flow,-0,-0,0,-0,10,-10,-0
  └─ Free Cash Flow,5,1,4,3,-28,-20,3
  └─ CFO/OP,173%,28%,129%,94%,-340%,-241%,270%
