Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,23,43,31,29,21
  └─ Profit from operations,8.06,22.14,27.36,22.67,29.71,34.36
  └─ Receivables,9.42,9.56,5.63,0.03,-24.14,-10.91
  └─ Inventory,-4.77,-7.64,-5.86,2.18,7.13,-5.90
  └─ Payables,-5.44,-1.31,8.62,-2.59,5.69,1.93
  └─ Loans Advances,-5.16,4.95,0.19,-0.03,-0.04,0.01
  └─ Other WC items,-2.09,-3.58,7.97,10.26,8.81,0.41
  └─ Working capital changes,-8.04,1.98,16.55,9.85,-2.54,-14.47
  └─ Direct taxes,0.00,-0.98,-1.25,-1.56,1.52,1.44
  └─ Other operating items,0.39,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-6,-13,-82,-5,-24,-41
  └─ Fixed assets purchased,-7.15,-9.36,-82.37,-9.57,-29.34,-42.48
  └─ Fixed assets sold,0.00,1.24,0.00,0.57,0.01,0.00
  └─ Investments purchased,0.00,-5.75,-0.25,-0.11,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.08,0.46
  └─ Interest received,0.34,0.20,0.21,0.21,0.28,0.38
  └─ Dividends received,0.69,0.63,0.63,0.30,0.30,0.67
  └─ Other investing items,0.14,0.12,0.12,3.57,4.19,0.00
Cash from Financing Activity,6,-8,35,-13,-16,23
  └─ Proceeds from shares,8.54,4.71,4.95,13.40,0.00,0.00
  └─ Proceeds from borrowings,6.86,1.21,38.56,1.68,0.00,35.69
  └─ Repayment of borrowings,-1.03,-3.36,-1.50,-12.58,-2.75,0.00
  └─ Interest paid fin,-11.08,-9.87,-10.18,-8.86,-10.39,-9.13
  └─ Dividends paid,0.00,0.00,0.00,-2.88,-3.03,-3.03
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.32
  └─ Other financing items,2.41,-0.27,2.86,-4.02,0.00,0.03
Net Cash Flow,0,3,-4,13,-12,4
  └─ Free Cash Flow,-7,15,-40,22,-1,-21
  └─ CFO/OP,5%,93%,142%,107%,79%,63%
