Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,4.21,6.47,2.93
  └─ Profit from operations,,4.34,9.58,9.78
  └─ Receivables,,-0.82,-0.64,0.88
  └─ Inventory,,-0.39,-0.11,-0.09
  └─ Payables,,1.45,-1.03,1.48
  └─ Loans Advances,,0.00,0.00,-8.24
  └─ Other WC items,,0.74,-0.23,0.14
  └─ Working capital changes,,0.98,-2.01,-5.82
  └─ Direct taxes,,0.00,0.00,-1.02
  └─ Other operating items,,-1.11,-1.10,0.00
Cash from Investing Activity,,-10.01,-5.23,-13.67
  └─ Fixed assets purchased,,-12.77,-0.55,-12.96
  └─ Fixed assets sold,,0.00,0.23,0.10
  └─ Investments purchased,,0.00,0.00,-1.86
  └─ Investments sold,,0.00,0.00,0.71
  └─ Investment income,,3.11,0.00,0.00
  └─ Interest received,,0.00,0.00,0.34
  └─ Other investing items,,-0.34,-4.90,0.00
Cash from Financing Activity,,7.14,-0.42,30.79
  └─ Proceeds from shares,,5.35,0.00,29.84
  └─ Proceeds from borrowings,,1.87,0.00,2.43
  └─ Repayment of borrowings,,0.00,-0.19,-2.30
  └─ Interest paid fin,,-0.08,-0.23,-0.20
  └─ Other financing items,,0.00,0.00,1.02
Net Cash Flow,,1.34,0.83,20.05
  └─ Free Cash Flow,,-8.56,6.15,-9.93
  └─ CFO/OP,,124%,72%,40%
