Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,70,75,87,63,63,55,13,121,113,157,133
  └─ Profit from operations,128,130,151,134,110,126,130,149,166,206,264
  └─ Receivables,-8,-0,-6,16,-7,-68,-7,-12,-25,-26,-23
  └─ Inventory,-9,-19,-13,-19,-12,-25,-62,-9,25,7,-48
  └─ Payables,-15,13,2,-18,2,51,-3,19,-12,11,26
  └─ Loans Advances,0,0,0,0,-0,-0,0,0,0,0,0
  └─ Operating Deposits,0,-0,1,0,0,0,0,0,0,0,0
  └─ Other WC items,6,-2,-1,-3,-4,-6,-14,11,-6,8,-18
  └─ Working capital changes,-25,-8,-17,-23,-22,-48,-86,9,-17,0,-62
  └─ Direct taxes,-33,-47,-48,-48,-25,-23,-31,-37,-37,-49,-69
Cash from Investing Activity,-33,-26,-30,-68,-48,-20,17,-32,-78,-68,-115
  └─ Fixed assets purchased,-18,-11,-7,-47,-49,-27,-48,-31,-21,-19,-24
  └─ Fixed assets sold,0,0,0,1,0,0,1,1,0,1,1
  └─ Investments purchased,-181,-17,-26,-177,-78,-172,-63,-126,-100,-120,-157
  └─ Investments sold,160,0,0,157,108,143,120,131,63,106,88
  └─ Interest received,1,1,0,0,1,5,7,4,5,7,7
  └─ Dividends received,4,1,3,1,0,0,0,0,0,0,1
  └─ Acquisition of companies,0,0,0,-3,0,0,0,0,0,0,0
  └─ Other investing items,1,0,0,-0,-29,30,-0,-11,-24,-44,-32
Cash from Financing Activity,-44,-46,-50,-3,-7,-38,-21,-67,-21,-70,-24
  └─ Proceeds from borrowings,0.00,0.00,0.00,19.78,16.85,12.84,15.69,4.77,0.00,0.00,3.66
  └─ Repayment of borrowings,0.00,-14.02,-7.94,-3.83,-4.38,-6.25,-25.91,-10.25,-9.93,-6.15,-4.91
  └─ Interest paid fin,-0.97,-1.33,-1.07,-1.41,-1.33,-2.43,-1.90,-1.93,-1.93,-1.19,-0.81
  └─ Dividends paid,-21.49,-4.50,-6.40,-14.85,-14.73,-4.91,-9.07,-9.11,-9.00,-13.20,-21.71
  └─ Financial liabilities,0.00,0.00,-7.93,-0.09,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-21.32,-26.14,-26.31,-3.03,-3.03,-36.99,0.00,-50.09,0.00,-49.26,0.00
Net Cash Flow,-7,3,7,-8,9,-3,9,23,14,19,-6
  └─ Free Cash Flow,53,64,80,17,14,27,-34,91,91,139,110
  └─ CFO/OP,79%,97%,90%,86%,85%,63%,35%,114%,94%,108%,86%
