Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2.08,0.31,4.72,0.63,2.51,-0.69
  └─ Profit from operations,0.32,1.87,3.40,3.26,2.21,2.86
  └─ Receivables,-0.82,-11.56,16.95,-1.20,0.83,-3.28
  └─ Inventory,-4.62,4.27,0.40,-0.17,0.67,-5.09
  └─ Payables,3.07,6.05,-14.44,-0.89,-0.32,6.57
  └─ Loans Advances,0.91,-0.74,0.00,0.00,0.00,0.00
  └─ Other WC items,-0.67,0.51,-0.69,0.42,-0.03,-1.25
  └─ Working capital changes,-2.13,-1.47,2.22,-1.83,1.15,-3.04
  └─ Direct taxes,-0.27,-0.09,-0.90,-0.80,-0.85,-0.51
Cash from Investing Activity,-0.37,-0.94,-0.99,-3.31,0.23,-10.51
  └─ Fixed assets purchased,-0.37,-0.35,-0.10,-0.14,-0.03,-11.05
  └─ Investments purchased,0.00,-0.60,-0.34,-1.45,-0.11,0.00
  └─ Interest received,0.00,0.01,0.11,0.26,0.28,0.30
  └─ Other investing items,0.00,0.00,-0.67,-1.98,0.09,0.24
Cash from Financing Activity,-0.03,0.91,-1.33,-0.03,-1.73,10.16
  └─ Proceeds from borrowings,0.00,1.09,0.00,0.15,0.00,10.61
  └─ Repayment of borrowings,-0.03,0.00,-0.91,0.00,-1.49,0.00
  └─ Interest paid fin,0.00,-0.18,-0.42,-0.10,-0.14,-0.35
  └─ Financial liabilities,0.00,0.00,0.00,-0.08,-0.10,-0.10
Net Cash Flow,-2.48,0.28,2.40,-2.71,1.01,-1.04
  └─ Free Cash Flow,-2.45,-0.04,4.62,0.49,2.48,-11.74
  └─ CFO/OP,-377%,20%,163%,43%,147%,-6%
