Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,61,19,-39,-37,-30,-41,-15,9,-10,16,8,-7
  └─ Profit from operations,98.57,3.84,-35.34,-33.14,-35.13,-61.14,-18.64,-10.19,-5.77,18.84,14.31,-20.96
  └─ Receivables,-0.41,29.18,-4.47,-8.40,2.78,-0.30,-3.98,7.26,-8.01,-6.97,-0.77,12.62
  └─ Payables,-5.48,7.75,-6.79,-2.21,-1.60,-2.71,-2.61,1.86,1.91,7.55,-4.41,-3.59
  └─ Loans Advances,-31.61,-22.04,7.95,7.14,4.47,23.66,10.21,13.98,2.17,-3.57,-0.98,5.15
  └─ Other WC items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00
  └─ Working capital changes,-37.50,14.89,-3.32,-3.47,5.65,20.66,3.62,23.09,-3.83,-2.99,-6.16,14.18
  └─ Direct taxes,0.00,0.00,0.00,0.00,-0.42,-0.26,-0.01,-3.75,0.00,0.00,0.00,0.16
Cash from Investing Activity,-10,10,-23,43,17,34,15,-2,6,-0,-8,-10
  └─ Fixed assets purchased,-2.83,-0.83,-8.97,-3.21,-7.94,-6.03,-0.05,0.00,-0.45,-5.12,-7.19,-8.97
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.00,0.00,0.00
  └─ Investments purchased,-13.23,-4.61,-26.93,0.00,0.00,0.00,0.00,-3.64,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,36.83,19.26,23.72,12.64,0.00,6.42,1.42,0.00,0.00
  └─ Interest received,5.48,15.14,13.25,9.66,5.68,16.43,2.17,1.02,0.97,4.45,0.59,0.44
  └─ Dividends received,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,-1.05,-1.10,-1.57
Cash from Financing Activity,-11,-4,-3,-0,-1,-3,-1,-8,0,0,-0,-0
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.71,-0.09,0.00,0.00,0.00
  └─ Interest paid fin,-0.38,-0.22,-0.10,-0.04,-0.28,-0.44,-0.27,0.00,-0.22,0.00,0.00,0.00
  └─ Dividends paid,-9.92,-3.85,-3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Share application money,0.20,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00
  └─ Other financing items,-0.75,-0.01,0.00,0.00,-0.99,-2.07,-0.24,-0.71,0.54,0.00,-1.14,-0.50
Net Cash Flow,40,24,-64,7,-14,-9,-1,-1,-3,16,0,-17
  └─ Free Cash Flow,58,18,-48,-40,-38,-47,-15,10,-10,11,1,-16
  └─ CFO/OP,65%,527%,111%,81%,79%,111%,85%,-107%,195%,84%,59%,30%
