Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,1.74,-1.62,2.59,3.62,3.49
  └─ Profit from operations,3.09,4.78,6.00,5.74,8.46
  └─ Receivables,0.09,-1.79,-1.52,-0.81,-5.39
  └─ Inventory,-0.68,-3.94,-1.66,0.10,0.07
  └─ Payables,-0.29,1.39,0.39,-1.21,2.00
  └─ Loans Advances,-0.05,-0.31,-0.22,0.06,0.02
  └─ Other WC items,0.22,-0.73,1.06,0.72,-0.53
  └─ Working capital changes,-0.71,-5.39,-1.94,-1.13,-3.83
  └─ Direct taxes,-0.64,-1.01,-1.47,-0.99,-1.13
Cash from Investing Activity,-1.85,-3.90,-3.63,-9.53,-4.85
  └─ Fixed assets purchased,-1.89,-3.92,-3.93,-9.87,-2.73
  └─ Fixed assets sold,0.01,0.00,0.04,0.28,0.00
  └─ Investments purchased,0.00,0.00,0.00,-0.03,-2.19
  └─ Interest received,0.02,0.02,0.27,0.09,0.06
Cash from Financing Activity,0.31,9.64,0.78,2.48,1.38
  └─ Proceeds from shares,0.00,7.40,0.00,7.55,0.00
  └─ Proceeds from borrowings,0.56,0.00,1.08,3.57,2.42
  └─ Repayment of borrowings,-0.06,-0.37,0.00,-0.34,-0.56
  └─ Interest paid fin,-0.19,-0.21,-0.29,-0.39,-0.58
  └─ Dividends paid,0.00,-0.02,0.00,-0.38,0.00
  └─ Other financing items,0.00,2.84,-0.01,-7.54,0.09
Net Cash Flow,0.20,4.12,-0.25,-3.43,0.02
  └─ Free Cash Flow,-0.14,-5.54,-1.30,-5.97,0.76
  └─ CFO/OP,78%,-13%,68%,82%,56%
