Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,470,597,623,537,905,1293,1265,1696,1377,1920,2136,2856
  └─ Profit from operations,730,730,835,867,1144,1669,1301,2260,2209,2580,3226,4036
  └─ Receivables,-134,-104,-162,-237,-264,-84,-565,-310,-522,-335,-564,-553
  └─ Inventory,-72,-98,-61,-99,-19,-153,-95,-176,42,-69,-21,-61
  └─ Payables,131,155,-116,110,108,190,253,253,281,411,-128,9
  └─ Other WC items,-85,57,260,20,130,-23,334,-126,-251,-199,109,32
  └─ Working capital changes,-161,11,-78,-205,-46,-70,-72,-359,-450,-193,-604,-574
  └─ Direct taxes,-100,-141,-134,-125,-192,-306,35,-204,-382,-467,-486,-606
  └─ Other operating items,0,-3,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional CF items,1,0,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,-759,-888,-1152,-405,-711,-289,-880,-747,-857,-1537,-3381,-2148
  └─ Fixed assets purchased,-868,-1016,-673,-621,-679,-513,-296,-657,-1128,-1137,-1713,-1962
  └─ Fixed assets sold,3,25,5,1,7,2,15,5,4,2,15,31
  └─ Investments purchased,-82,-54,-501,-47,-124,-120,-1404,-1313,-987,-1171,-3218,-1712
  └─ Investments sold,149,122,5,241,71,42,475,1400,1213,817,1815,2206
  └─ Interest received,5,29,12,20,14,15,22,36,44,39,84,84
  └─ Dividends received,7,5,1,1,0,0,0,0,0,0,10,12
  └─ Invest in subsidiaries,0,0,0,0,0,0,0,-101,-50,-4,0,-1300
  └─ Investment in group cos,0,0,0,0,0,0,-4,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,283,528,0,0,0,0,0
  └─ Other investing items,28,0,0,0,0,2,-216,-117,48,-83,-374,493
Cash from Financing Activity,392,330,477,-108,-215,-910,-340,-792,-633,-311,1317,-478
  └─ Proceeds from shares,42,3,606,8,0,0,1152,0,4,2,46,3
  └─ Proceeds from borrowings,665,1078,0,0,562,752,477,426,585,707,2585,1115
  └─ Repayment of borrowings,0,0,0,0,-328,-809,-1375,-737,-516,-254,-476,-734
  └─ Interest paid fin,-118,-193,-334,-318,-362,-564,-468,-255,-251,-303,-302,-278
  └─ Dividends paid,-80,-162,0,-101,-84,-155,-38,-43,-258,-221,-278,-293
  └─ Financial liabilities,-117,-396,0,0,0,-129,-87,-182,-197,-229,-256,-291
  └─ Other financing items,0,0,206,302,-4,-4,-0,0,0,-14,-1,0
Net Cash Flow,103,39,-52,24,-20,94,44,158,-113,72,73,230
  └─ Free Cash Flow,-396,-393,-46,-84,233,782,984,1044,252,785,439,925
  └─ CFO/OP,77%,108%,103%,83%,103%,100%,108%,87%,85%,100%,86%,92%
