Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-4,-61,-40
  └─ Profit from operations,48,56,50
  └─ Receivables,-10,-39,-26
  └─ Inventory,-37,-56,-42
  └─ Payables,8,-18,-6
  └─ Other WC items,-10,7,-7
  └─ Working capital changes,-49,-105,-81
  └─ Direct taxes,-2,-13,-9
Cash from Investing Activity,-54,-28,24
  └─ Fixed assets purchased,-3.37,-4.89,-2.29
  └─ Fixed assets sold,0.00,0.04,0.01
  └─ Capital WIP,-10.18,-0.08,-2.11
  └─ Investments purchased,-40.47,0.00,0.00
  └─ Interest received,0.07,2.10,1.44
  └─ Other investing items,-0.17,-25.57,26.63
Cash from Financing Activity,58,117,-8
  └─ Proceeds from shares,62.98,185.04,0.00
  └─ Proceeds from borrowings,20.25,0.00,0.00
  └─ Repayment of borrowings,-5.94,-62.03,-5.91
  └─ Interest paid fin,-11.58,-5.83,-1.78
  └─ Other financing items,-8.00,0.00,0.00
Net Cash Flow,0,27,-24
  └─ Free Cash Flow,-17,-66,-44
  └─ CFO/OP,-2%,-87%,-65%
