Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,12,-39,19,155
  └─ Profit from operations,10,22,56,117,249
  └─ Receivables,-14,-4,-107,-142,-45
  └─ Inventory,-21,-4,-15,-84,-328
  └─ Payables,2,5,40,167,186
  └─ Loans Advances,-1,-3,-8,-8,-14
  └─ Other WC items,29,-2,4,-15,136
  └─ Working capital changes,-5,-8,-86,-81,-65
  └─ Direct taxes,-1,-1,-9,-17,-29
Cash from Investing Activity,-2,-5,-23,-197,-366
  └─ Fixed assets purchased,-2,-5,-23,-184,-366
  └─ Fixed assets sold,0,0,0,0,0
  └─ Investments purchased,0,0,0,-0,0
  └─ Other investing items,0,0,0,-13,0
Cash from Financing Activity,-3,-6,220,30,205
  └─ Proceeds from shares,0,0,200,0,0
  └─ Proceeds from borrowings,1,0,27,61,249
  └─ Repayment of borrowings,-2,-3,0,-5,0
  └─ Interest paid fin,-3,-4,-5,-9,-41
  └─ Dividends paid,0,0,0,-1,-2
  └─ Financial liabilities,0,0,0,-1,0
  └─ Other financing items,0,0,-2,-15,0
Net Cash Flow,-0,0,159,-148,-5
  └─ Free Cash Flow,2,6,-62,-165,-211
  └─ CFO/OP,51%,63%,-55%,33%,75%
