Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,17,-5,56,76,41,42,50,16,38,102
  └─ Profit from operations,52,62,67,51,44,80,69,61,84,101
  └─ Receivables,-18,-26,-12,23,-0,-18,-34,-31,-16,-5
  └─ Inventory,-7,-50,20,0,7,-36,9,20,-97,24
  └─ Payables,1,28,-6,8,-4,36,10,-22,83,3
  └─ Loans Advances,-0,0,-0,-0,0,-0,0,0,0,0
  └─ Other WC items,-2,-8,-0,5,-1,-9,7,-7,-7,-12
  └─ Working capital changes,-26,-56,2,36,2,-27,-7,-40,-37,10
  └─ Direct taxes,-9,-10,-13,-11,-5,-11,-12,-5,-10,-9
Cash from Investing Activity,-12,-50,-40,-61,-33,-63,-38,-58,-35,-128
  └─ Fixed assets purchased,-34,-49,-23,-43,-33,-58,-26,-47,-47,-116
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,0,-1,0,-59,-3,-10,-16,-17,0,-45
  └─ Investments sold,0,0,0,0,0,0,0,0,27,0
  └─ Interest received,2,2,2,2,3,5,5,5,7,11
  └─ Other investing items,19,-2,-20,39,-0,0,-1,1,-22,22
Cash from Financing Activity,-5,55,-15,-14,-7,31,-22,38,-0,25
  └─ Proceeds from borrowings,0.00,0.00,0.00,2.28,0.00,34.48,0.00,42.53,4.13,28.01
  └─ Repayment of borrowings,0.00,0.00,-17.97,0.00,-5.21,0.00,-23.13,0.00,-8.87,0.00
  └─ Interest paid fin,-2.54,-2.86,-3.71,-2.13,-1.45,-1.96,-2.21,-1.56,-2.29,-4.50
  └─ Dividends paid,0.00,-5.46,0.00,-7.41,0.00,-3.08,-6.33,-4.74,-4.74,-6.47
  └─ Financial liabilities,0.00,0.00,0.00,-0.63,-0.05,-2.03,-1.35,-1.84,0.00,0.00
  └─ Share application money,0.00,13.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Application money refund,0.00,0.00,6.45,-6.45,0.00,3.75,11.25,3.78,11.35,7.50
  └─ Other financing items,-2.83,49.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,0,-0,0,0,2,10,-9,-3,2,-2
  └─ Free Cash Flow,-16,-54,33,33,8,-16,24,-30,-9,-14
  └─ CFO/OP,50%,9%,103%,172%,106%,66%,91%,34%,57%,112%
