Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013
Cash from Operating Activity,-10,33,33,-9,67,24,85,97
  └─ Profit from operations,68,31,41,27,51,100,96,107
  └─ Receivables,-8,-1,-14,-6,8,-20,-27,-10
  └─ Inventory,-24,-36,-14,15,-18,-35,18,-1
  └─ Payables,2,28,21,-24,11,15,-6,11
  └─ Loans Advances,-44,17,-1,-12,17,-11,5,1
  └─ Other WC items,0,0,0,-10,0,-14,7,-2
  └─ Working capital changes,-73,8,-8,-36,19,-65,-3,-0
  └─ Direct taxes,-4,-6,-1,-1,-2,-10,-8,-10
Cash from Investing Activity,-117,-100,-17,-7,-9,-41,-119,-42
  └─ Fixed assets purchased,-112.52,-100.31,-18.53,-7.20,-9.90,-41.98,-116.71,-45.43
  └─ Fixed assets sold,0.90,0.08,0.77,0.03,0.69,0.21,0.62,0.11
  └─ Investments purchased,-4.42,0.00,0.00,0.00,0.00,0.00,-3.00,0.00
  └─ Investments sold,0.01,0.00,0.02,0.00,0.00,0.00,0.00,3.00
  └─ Interest received,-1.17,0.00,0.25,0.40,0.43,0.31,0.50,0.63
Cash from Financing Activity,119,66,-16,16,-59,25,30,-47
  └─ Proceeds from shares,41.10,1.64,0.00,0.00,2.00,0.00,15.66,0.00
  └─ Proceeds from borrowings,123.84,106.88,25.90,44.48,1.61,61.48,94.67,37.02
  └─ Repayment of borrowings,-35.34,-25.12,-24.07,-5.21,-39.17,-16.19,-35.78,-40.92
  └─ Interest paid fin,-8.29,-10.55,-17.85,-22.93,-21.15,-24.47,-31.53,-34.66
  └─ Dividends paid,-2.04,-3.79,-0.01,-0.01,-0.01,-2.64,-2.02,-3.61
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-0.10,-0.21,-0.37
  └─ Application money refund,0.00,0.00,0.00,0.00,0.00,0.00,-7.83,0.00
  └─ Other financing items,0.09,-2.84,0.00,0.00,-1.87,6.64,-3.04,-4.59
Net Cash Flow,-7,-1,-1,0,-0,8,-4,8
  └─ Free Cash Flow,-121,-67,15,-16,58,-17,-31,51
  └─ CFO/OP,-10%,183%,127%,-45%,164%,40%,108%,108%
